property_master_id,latitude,longitude,spatial_match_source,accessibility_score,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,restaurants_distance_km,transit_stations_distance_km,highways_distance_km,airports_distance_km,main_roads_distance_km,schools_3km,hospitals_5km,parks_3km,restaurants_1km,transit_stations_3km
PROP-5F64D028734D,13.050079499999999,80.2471525,secondary_lookup,43.6,1.108,2.135,4.909,4.732,3.168,3.764,1.643,1.357,2.291,46.41,2.893,1,1,0,0,2
PROP-636AE83EBE9C,13.119156389350257,80.31923108544203,city_center_fallback,38.7,1.604,3.772,3.497,6.013,3.483,2.438,0.988,0.717,3.666,35.458,5.702,1,3,1,0,3
PROP-F85AE7CC9AF7,13.02300646385837,80.27019484891737,city_center_fallback,44.9,3.301,1.852,2.106,2.964,5.071,1.317,1.503,0.774,1.644,46.913,2.836,0,4,1,0,1
PROP-2F0F1F4E92C4,13.115917114073383,80.3765402888598,city_center_fallback,39.5,1.54,2.846,2.083,3.614,2.895,7.947,1.78,3.706,8.056,31.639,2.278,2,2,0,0,0
PROP-82561D58FD53,13.00682715135886,80.38501323226538,city_center_fallback,16.0,6.732,3.66,7.234,8.938,9.676,3.34,0.958,5.248,8.818,41.566,1.612,0,2,0,1,0
PROP-A2F6A99CC0CC,13.063187861832215,80.45614644533902,city_center_fallback,27.8,4.052,4.781,1.098,4.672,7.495,5.432,3.247,3.494,11.105,32.841,1.275,0,1,0,0,0
PROP-3E47A053C0FF,13.238644090868622,80.46087928054575,city_center_fallback,12.3,5.507,8.295,3.48,15.333,10.489,4.348,4.361,5.755,18.856,15.27,11.222,0,0,0,0,0
PROP-9A7387795A30,12.910005261985885,80.11588154060858,city_center_fallback,8.7,5.024,8.119,7.493,17.203,15.888,6.217,2.75,7.816,17.82,67.484,3.796,0,0,0,0,0
PROP-0C69AE26D913,13.321255891512005,80.4002420697225,city_center_fallback,13.7,9.421,4.443,3.04,25.727,10.715,5.808,8.535,5.099,21.197,16.623,5.819,0,1,0,0,0
PROP-1E0B226AD1CB,13.225959775249011,80.16150856887738,city_center_fallback,45.4,0.524,1.902,3.233,8.799,7.977,9.226,0.407,5.141,2.591,44.248,7.278,1,1,0,1,0
PROP-A259DD7FE9C8,12.944681118588024,80.17065684904325,city_center_fallback,33.0,2.014,5.868,2.531,10.254,9.969,1.047,0.41,6.002,10.827,60.596,3.406,1,0,1,2,0
PROP-0B30A0A0DBBD,13.05664261915805,80.43564234056903,city_center_fallback,30.1,4.446,2.52,1.414,5.834,7.722,5.036,1.842,1.976,10.543,34.285,1.094,0,2,0,0,1
PROP-4278AC95E337,13.05664261915805,80.43564234056903,city_center_fallback,30.1,4.446,2.52,1.414,5.834,7.722,5.036,1.842,1.976,10.543,34.285,1.094,0,2,0,0,1
PROP-294660330DD1,13.197484502639783,80.14520675876099,city_center_fallback,31.2,1.553,2.755,6.84,8.333,7.009,6.888,1.806,2.299,6.096,46.937,6.838,1,2,0,0,1
PROP-CED436FA687B,12.930495857952392,80.31413151638684,city_center_fallback,25.9,5.352,1.857,4.057,7.603,4.666,3.326,3.925,5.267,12.039,52.649,8.285,0,1,0,0,0
PROP-5E6983336D58,12.931315076030248,80.2600424558784,city_center_fallback,33.6,1.554,4.269,3.203,4.78,4.638,2.796,1.325,3.098,9.275,55.676,3.634,2,1,1,0,0
PROP-149FFB2F26CA,13.18068399978111,80.31189856593056,city_center_fallback,40.5,2.881,1.242,2.099,8.625,6.84,3.397,1.062,3.879,3.27,31.678,3.138,1,2,0,0,0
PROP-484F5023E66A,13.253533840569553,80.19443909535103,city_center_fallback,28.5,3.61,5.101,2.415,9.916,4.673,5.706,1.198,2.097,3.316,39.981,4.089,0,0,0,0,2
PROP-2647D77E0F8D,13.18068399978111,80.31189856593056,city_center_fallback,40.5,2.881,1.242,2.099,8.625,6.84,3.397,1.062,3.879,3.27,31.678,3.138,1,2,0,0,0
PROP-AA9429C07967,12.890933360391077,80.40730102495391,city_center_fallback,15.7,3.152,6.279,15.036,18.435,10.37,13.406,3.563,1.693,9.46,52.696,2.366,0,0,0,0,1
PROP-F74B6364D62C,13.174277643693452,80.1699759698915,city_center_fallback,21.7,2.431,5.484,7.77,4.988,7.575,4.114,4.264,1.589,8.346,45.439,5.563,1,0,0,0,1
PROP-BDDD24EA360A,13.177497750832464,80.23720669058082,city_center_fallback,37.9,1.674,3.525,4.508,2.649,9.341,0.622,1.653,1.661,8.567,38.759,2.903,1,1,1,0,2
PROP-35665EC66C18,12.944681118588024,80.17065684904325,city_center_fallback,33.0,2.014,5.868,2.531,10.254,9.969,1.047,0.41,6.002,10.827,60.596,3.406,1,0,1,2,0
PROP-0D98C2E8D9E1,13.038356499999999,80.253671,secondary_lookup,48.4,2.132,0.653,3.804,3.943,3.769,2.308,0.774,2.415,0.968,46.846,3.514,1,1,1,1,3
PROP-B6C61BC5B0C3,13.004290085085131,80.42817930624294,city_center_fallback,22.6,4.639,4.027,6.948,10.006,4.999,2.873,4.412,3.931,5.291,40.02,3.816,0,2,1,0,0
PROP-15C164A6E840,13.103738374921365,80.3129205956771,city_center_fallback,36.9,2.469,2.3,4.822,4.905,2.735,2.12,1.05,1.659,5.288,37.157,5.311,1,1,1,0,2
PROP-757C59EC7B31,12.843642998892644,80.24934916451305,city_center_fallback,7.1,4.754,11.785,12.364,14.577,13.94,11.256,4.618,1.166,18.832,64.522,9.137,0,0,0,0,1
PROP-3C25CCD7D2B4,13.128064112846564,80.3523351931503,city_center_fallback,48.9,1.731,0.104,3.222,6.249,1.609,4.999,1.56,2.206,5.11,32.264,5.097,1,5,0,0,2
PROP-3E587CC9CAB6,13.01012740584303,80.27391454552894,city_center_fallback,39.5,2.86,3.178,1.924,3.892,5.398,1.848,2.191,2.101,3.099,47.755,3.931,1,4,1,0,2
PROP-872F313098E2,13.296567305144837,80.51122427318948,city_center_fallback,5.7,5.68,12.365,6.741,22.073,17.475,12.469,4.356,10.628,26.98,6.834,15.761,0,0,0,0,0
PROP-DB780F7939B4,12.944681118588024,80.17065684904325,city_center_fallback,33.0,2.014,5.868,2.531,10.254,9.969,1.047,0.41,6.002,10.827,60.596,3.406,1,0,1,2,0
PROP-83A560ED903F,13.296567305144837,80.51122427318948,city_center_fallback,5.7,5.68,12.365,6.741,22.073,17.475,12.469,4.356,10.628,26.98,6.834,15.761,0,0,0,0,0
PROP-FBAE78BF23D2,13.05664261915805,80.43564234056903,city_center_fallback,30.1,4.446,2.52,1.414,5.834,7.722,5.036,1.842,1.976,10.543,34.285,1.094,0,2,0,0,1
PROP-B59553234E86,13.069345971671506,80.4729095563442,city_center_fallback,16.6,4.756,6.685,2.961,3.563,7.93,6.267,2.189,3.793,11.979,31.653,1.89,0,0,0,0,0
PROP-B6CDFCD7A060,13.302066552577305,80.06485520119631,city_center_fallback,11.1,8.831,12.361,9.878,22.181,8.801,19.88,6.353,16.814,1.788,52.93,13.572,0,0,0,0,0
PROP-C163C0D4CB89,13.2177493930961,80.40744058881684,city_center_fallback,19.4,3.566,6.934,6.15,14.644,4.918,2.522,1.983,2.88,12.74,20.986,7.289,0,0,1,0,1
PROP-1992387BDC35,12.862497836300989,80.12717478358466,city_center_fallback,6.2,7.757,13.227,12.789,19.043,20.249,2.302,3.146,11.037,20.842,70.551,8.025,0,0,1,0,0
PROP-5A9449E11655,12.850280423717397,80.25439103045024,city_center_fallback,9.3,3.874,10.88,11.503,13.806,13.076,10.379,4.774,0.285,18.127,63.609,10.055,0,0,0,0,1
PROP-94E563882B43,13.233244784490894,80.3229883171754,city_center_fallback,29.3,3.02,3.689,2.283,13.799,4.471,7.094,1.669,3.478,9.198,27.66,3.1,0,1,0,0,0
PROP-7943C1E25050,13.258457174134401,80.21313178436208,city_center_fallback,32.5,1.644,3.89,4.477,10.204,5.086,3.629,1.805,0.431,5.404,37.885,2.923,1,1,0,0,1
PROP-9FB3F9DA0458,13.051143,80.251006,secondary_lookup,42.4,1.539,2.077,4.594,4.352,2.78,3.757,1.304,1.471,2.114,46.03,3.291,1,1,0,0,2
PROP-457AD501CB4F,13.051143,80.251006,secondary_lookup,42.4,1.539,2.077,4.594,4.352,2.78,3.757,1.304,1.471,2.114,46.03,3.291,1,1,0,0,2
PROP-DF0B5484FDE6,13.069242531734787,80.15271288835905,city_center_fallback,36.9,1.394,4.848,3.094,7.179,5.053,2.351,2.18,2.949,4.335,52.906,1.86,2,1,1,0,1
PROP-17028BED9959,13.068836,80.24424350000001,secondary_lookup,34.6,2.381,3.72,4.413,5.811,2.722,2.397,1.584,0.854,4.151,45.2,3.012,1,4,1,0,2
PROP-0922FECA4B33,13.063187861832215,80.45614644533902,city_center_fallback,27.8,4.052,4.781,1.098,4.672,7.495,5.432,3.247,3.494,11.105,32.841,1.275,0,1,0,0,0
PROP-2921F7C54237,13.012073139832607,80.13869953377957,city_center_fallback,23.7,3.564,3.496,3.929,13.624,6.685,6.298,3.53,3.822,7.951,57.974,4.004,0,2,0,0,0
PROP-04ACBBC413FF,13.050079499999999,80.2471525,secondary_lookup,43.6,1.108,2.135,4.909,4.732,3.168,3.764,1.643,1.357,2.291,46.41,2.893,1,1,0,0,2
PROP-AFDAE87C7154,12.861854970595948,80.08949394222218,city_center_fallback,3.7,11.086,12.39,13.249,22.336,21.024,3.118,2.581,12.256,23.56,73.331,8.378,0,0,0,0,0
PROP-064596C5790A,13.177497750832464,80.23720669058082,city_center_fallback,37.9,1.674,3.525,4.508,2.649,9.341,0.622,1.653,1.661,8.567,38.759,2.903,1,1,1,0,2
PROP-230BB0F69709,13.246154552117511,80.25399493117962,city_center_fallback,34.9,2.974,2.602,3.482,9.772,9.281,0.872,0.319,2.18,8.715,34.031,3.026,0,2,2,1,1
PROP-114A14ECCF64,13.00682715135886,80.38501323226538,city_center_fallback,16.0,6.732,3.66,7.234,8.938,9.676,3.34,0.958,5.248,8.818,41.566,1.612,0,2,0,1,0
PROP-50558CB1DC5F,13.037945417660538,80.46130180025176,city_center_fallback,33.5,1.19,5.727,3.362,7.188,4.642,2.778,1.372,2.774,8.341,35.355,1.851,1,0,1,0,1
PROP-6FA0CFE85AFF,13.258457174134401,80.21313178436208,city_center_fallback,32.5,1.644,3.89,4.477,10.204,5.086,3.629,1.805,0.431,5.404,37.885,2.923,1,1,0,0,1
PROP-6CB6B102556C,12.921339710237435,80.15033455797683,city_center_fallback,16.2,3.391,6.973,5.818,13.289,13.325,2.827,3.216,6.877,14.22,63.996,1.642,0,0,1,0,0
PROP-96DA711717E2,13.063187861832215,80.45614644533902,city_center_fallback,27.8,4.052,4.781,1.098,4.672,7.495,5.432,3.247,3.494,11.105,32.841,1.275,0,1,0,0,0
PROP-0B4999D2EC4D,13.259040616375067,80.50505709802484,city_center_fallback,10.1,4.007,10.036,5.49,17.849,15.545,8.699,0.781,8.973,24.128,10.671,15.182,0,0,0,1,0
PROP-B890BC9B2271,13.087314477574838,80.08595065143106,city_center_fallback,28.2,2.682,2.674,5.269,11.341,4.094,4.088,0.462,4.053,11.834,57.946,3.517,1,2,0,1,0
PROP-042367585D6E,13.28205713101799,80.12307255776851,city_center_fallback,15.2,4.784,7.038,6.208,16.259,6.726,13.549,5.481,10.279,5.759,46.931,7.807,0,0,0,0,0
PROP-9F53A910A054,13.068836,80.24424350000001,secondary_lookup,34.6,2.381,3.72,4.413,5.811,2.722,2.397,1.584,0.854,4.151,45.2,3.012,1,4,1,0,2
PROP-F360C8E6C8CF,12.921339710237435,80.15033455797683,city_center_fallback,16.2,3.391,6.973,5.818,13.289,13.325,2.827,3.216,6.877,14.22,63.996,1.642,0,0,1,0,0
PROP-DDCFD68B4D1A,13.246154552117511,80.25399493117962,city_center_fallback,34.9,2.974,2.602,3.482,9.772,9.281,0.872,0.319,2.18,8.715,34.031,3.026,0,2,2,1,1
PROP-9CA24DB7A583,13.1121514236781,80.08333420057726,city_center_fallback,17.9,4.172,4.633,4.623,10.857,6.868,6.611,2.661,4.391,13.046,56.891,2.841,0,1,0,0,0
PROP-1D61D96EF60F,13.063187861832215,80.45614644533902,city_center_fallback,27.8,4.052,4.781,1.098,4.672,7.495,5.432,3.247,3.494,11.105,32.841,1.275,0,1,0,0,0
PROP-DF47A905796B,13.246154552117511,80.25399493117962,city_center_fallback,34.9,2.974,2.602,3.482,9.772,9.281,0.872,0.319,2.18,8.715,34.031,3.026,0,2,2,1,1
PROP-65A514317903,12.903854701439457,80.21285740242762,city_center_fallback,11.5,4.506,8.248,5.542,9.368,10.444,7.215,1.807,1.421,12.525,61.143,7.1,0,0,0,0,1
PROP-A06E792E45F2,13.063187861832215,80.45614644533902,city_center_fallback,27.8,4.052,4.781,1.098,4.672,7.495,5.432,3.247,3.494,11.105,32.841,1.275,0,1,0,0,0
PROP-815CBD9AED4B,12.861854970595948,80.08949394222218,city_center_fallback,3.7,11.086,12.39,13.249,22.336,21.024,3.118,2.581,12.256,23.56,73.331,8.378,0,0,0,0,0
PROP-2BDFAB712760,13.300518041511783,80.02732559257672,city_center_fallback,7.0,11.374,15.06,6.603,25.214,10.534,23.15,9.631,19.37,4.499,56.991,15.131,0,0,0,0,0
PROP-84DFA6EC15D4,13.237010420783074,80.41048176144572,city_center_fallback,16.2,5.033,5.111,6.065,16.585,5.041,4.523,2.068,2.345,14.334,19.364,6.783,0,0,0,0,1
PROP-FB06D2E59F92,13.269227064154899,80.2579986514664,city_center_fallback,25.5,3.657,4.883,4.163,12.296,8.486,1.503,2.649,0.894,7.124,32.884,4.574,0,1,1,0,2
PROP-87A2F1F1F3E3,12.903854701439457,80.21285740242762,city_center_fallback,11.5,4.506,8.248,5.542,9.368,10.444,7.215,1.807,1.421,12.525,61.143,7.1,0,0,0,0,1
PROP-8BAACECCE52C,12.931315076030248,80.2600424558784,city_center_fallback,33.6,1.554,4.269,3.203,4.78,4.638,2.796,1.325,3.098,9.275,55.676,3.634,2,1,1,0,0
PROP-E655FD5552A3,13.115917114073383,80.3765402888598,city_center_fallback,39.5,1.54,2.846,2.083,3.614,2.895,7.947,1.78,3.706,8.056,31.639,2.278,2,2,0,0,0
PROP-09D3A035CD7B,13.1121514236781,80.08333420057726,city_center_fallback,17.9,4.172,4.633,4.623,10.857,6.868,6.611,2.661,4.391,13.046,56.891,2.841,0,1,0,0,0
PROP-D86C1F55C0AC,13.128064112846564,80.3523351931503,city_center_fallback,48.9,1.731,0.104,3.222,6.249,1.609,4.999,1.56,2.206,5.11,32.264,5.097,1,5,0,0,2
PROP-4698EF9D9F8B,13.063187861832215,80.45614644533902,city_center_fallback,27.8,4.052,4.781,1.098,4.672,7.495,5.432,3.247,3.494,11.105,32.841,1.275,0,1,0,0,0
PROP-AB7AAC6B0331,12.85133879342307,80.19599619332064,city_center_fallback,21.0,0.716,14.3,11.209,15.345,15.918,8.948,0.881,5.754,18.639,66.941,8.218,1,0,0,1,0
PROP-08AEF5A9D481,13.103738374921365,80.3129205956771,city_center_fallback,36.9,2.469,2.3,4.822,4.905,2.735,2.12,1.05,1.659,5.288,37.157,5.311,1,1,1,0,2
PROP-BAB6D9932EF7,13.035131242441896,80.37525219571614,city_center_fallback,25.9,4.678,3.06,4.359,6.03,11.548,1.117,2.276,6.05,11.61,39.261,4.002,0,2,1,0,0
PROP-3A27D9D78AE5,13.302066552577305,80.06485520119631,city_center_fallback,11.1,8.831,12.361,9.878,22.181,8.801,19.88,6.353,16.814,1.788,52.93,13.572,0,0,0,0,0
PROP-FB1D8806ECA6,13.258457174134401,80.21313178436208,city_center_fallback,32.5,1.644,3.89,4.477,10.204,5.086,3.629,1.805,0.431,5.404,37.885,2.923,1,1,0,0,1
PROP-AEC56B927638,13.233244784490894,80.3229883171754,city_center_fallback,29.3,3.02,3.689,2.283,13.799,4.471,7.094,1.669,3.478,9.198,27.66,3.1,0,1,0,0,0
PROP-7B89777A2523,12.921339710237435,80.15033455797683,city_center_fallback,16.2,3.391,6.973,5.818,13.289,13.325,2.827,3.216,6.877,14.22,63.996,1.642,0,0,1,0,0
PROP-031EACC72FAC,13.063187861832215,80.45614644533902,city_center_fallback,27.8,4.052,4.781,1.098,4.672,7.495,5.432,3.247,3.494,11.105,32.841,1.275,0,1,0,0,0
PROP-D8DCABCE8AE4,13.063187861832215,80.45614644533902,city_center_fallback,27.8,4.052,4.781,1.098,4.672,7.495,5.432,3.247,3.494,11.105,32.841,1.275,0,1,0,0,0
PROP-BE5D19F0570A,12.898418452135434,80.19515921208203,city_center_fallback,11.8,3.786,9.242,5.988,10.999,12.334,6.325,3.242,3.039,13.7,62.789,6.994,0,0,0,0,0
PROP-08200F346794,13.052172956747363,80.1020134380947,city_center_fallback,54.1,1.574,1.528,2.716,12.042,1.137,0.443,1.611,0.224,9.79,58.509,5.623,1,3,1,0,1
PROP-27FCD293E4E9,13.068265362542462,80.10935060546676,city_center_fallback,46.4,1.944,1.178,1.997,10.258,2.724,2.149,3.135,1.827,8.975,56.866,5.134,1,2,1,0,1
PROP-76C47B6DA21A,13.237010420783074,80.41048176144572,city_center_fallback,16.2,5.033,5.111,6.065,16.585,5.041,4.523,2.068,2.345,14.334,19.364,6.783,0,0,0,0,1
PROP-ADA46D2531DF,13.237010420783074,80.41048176144572,city_center_fallback,16.2,5.033,5.111,6.065,16.585,5.041,4.523,2.068,2.345,14.334,19.364,6.783,0,0,0,0,1
PROP-B57AF3710DB2,13.124896830150638,80.2994338201786,city_center_fallback,54.9,0.667,3.18,2.126,3.925,2.041,1.128,1.445,1.21,3.215,36.586,3.61,1,1,1,0,2
PROP-158650B2A986,13.068265362542462,80.10935060546676,city_center_fallback,46.4,1.944,1.178,1.997,10.258,2.724,2.149,3.135,1.827,8.975,56.866,5.134,1,2,1,0,1
PROP-0918BD82CE03,12.884508232255634,80.49216052105116,city_center_fallback,17.9,3.537,13.541,11.141,24.192,3.45,13.463,5.683,8.015,4.116,51.432,5.54,0,0,0,0,0
PROP-B75A9F04D7FE,13.077837133344158,80.51475469558076,city_center_fallback,6.8,7.864,8.334,7.59,5.115,9.918,8.082,2.541,1.768,14.376,29.799,5.676,0,0,0,0,1
PROP-299B104BBB36,12.910005261985885,80.11588154060858,city_center_fallback,8.7,5.024,8.119,7.493,17.203,15.888,6.217,2.75,7.816,17.82,67.484,3.796,0,0,0,0,0
PROP-A46D4E0EB0B9,12.92566991526332,80.08781815928434,city_center_fallback,8.6,5.816,7.81,6.704,19.454,13.932,4.824,2.668,7.391,18.835,68.451,3.479,0,0,0,0,0
PROP-F4F8FDE8DB7A,13.266319620198098,80.26903838539522,city_center_fallback,22.5,3.906,5.333,3.125,12.505,9.721,2.494,2.95,1.286,8.268,31.814,3.692,0,0,1,0,2
PROP-CCCF014B0C39,12.94543650573777,80.14257154171548,city_center_fallback,33.1,1.089,4.165,3.764,13.151,11.692,1.999,1.135,4.075,13.125,62.649,1.353,1,1,1,0,0
PROP-2AFDF2EFBB05,12.883799766369618,80.16588311337377,city_center_fallback,7.8,4.606,11.463,8.439,14.349,15.867,6.774,2.689,6.342,16.552,66.04,6.108,0,0,0,0,0
PROP-F1B094D776AC,13.042381183849242,80.18228531804652,city_center_fallback,33.7,0.951,6.587,6.318,9.403,4.185,6.731,1.384,3.134,2.351,52.188,3.274,2,0,0,0,0
PROP-4A717AC26215,13.087314477574838,80.08595065143106,city_center_fallback,28.2,2.682,2.674,5.269,11.341,4.094,4.088,0.462,4.053,11.834,57.946,3.517,1,2,0,1,0
PROP-6030BEE2AD7B,12.861854970595948,80.08949394222218,city_center_fallback,3.7,11.086,12.39,13.249,22.336,21.024,3.118,2.581,12.256,23.56,73.331,8.378,0,0,0,0,0
PROP-05DCF1E5D39D,13.237010420783074,80.41048176144572,city_center_fallback,16.2,5.033,5.111,6.065,16.585,5.041,4.523,2.068,2.345,14.334,19.364,6.783,0,0,0,0,1
PROP-C3F7B5D86C96,13.219251789386737,80.03773843117284,city_center_fallback,12.2,7.731,5.998,6.894,18.729,5.437,16.074,5.938,13.58,8.531,57.359,7.012,0,0,0,0,0
PROP-5D26797CA7AF,13.050419999999999,80.258421,secondary_lookup,41.6,2.325,1.909,3.869,3.556,2.345,3.575,0.499,1.186,1.705,45.523,3.047,1,2,0,1,3
PROP-0DCC61F3F26A,13.293018719344795,80.08112589339463,city_center_fallback,11.3,7.121,10.429,10.802,20.21,7.479,18.126,5.619,14.986,3.308,51.277,11.912,0,0,0,0,0
PROP-A3C056BEF2B8,13.237010420783074,80.41048176144572,city_center_fallback,16.2,5.033,5.111,6.065,16.585,5.041,4.523,2.068,2.345,14.334,19.364,6.783,0,0,0,0,1
PROP-1BEDC9589A02,13.237010420783074,80.41048176144572,city_center_fallback,16.2,5.033,5.111,6.065,16.585,5.041,4.523,2.068,2.345,14.334,19.364,6.783,0,0,0,0,1
PROP-BF10230A4B7B,13.024768995990025,80.16426472364245,city_center_fallback,25.8,1.993,5.976,5.372,11.531,5.545,7.201,2.593,3.738,5.049,54.943,3.287,1,0,0,0,0
PROP-E4DBF903EF97,13.156014066982419,80.07992744348573,city_center_fallback,27.9,6.716,0.624,2.624,11.561,7.83,8.918,1.138,7.797,13.795,55.197,2.052,0,3,0,0,0
PROP-15A9697D56CD,13.00682715135886,80.38501323226538,city_center_fallback,16.0,6.732,3.66,7.234,8.938,9.676,3.34,0.958,5.248,8.818,41.566,1.612,0,2,0,1,0
PROP-AE3E52E1B49E,13.295257223505423,80.10379962415537,city_center_fallback,11.0,6.355,9.229,8.754,18.713,7.896,15.666,4.154,12.73,4.932,48.811,9.448,0,0,0,0,0
PROP-3030314EF96C,13.295257223505423,80.10379962415537,city_center_fallback,11.0,6.355,9.229,8.754,18.713,7.896,15.666,4.154,12.73,4.932,48.811,9.448,0,0,0,0,0
PROP-D04249A2F8C6,13.099046310209184,80.34500902115042,city_center_fallback,35.4,0.873,3.287,5.689,5.23,4.772,5.481,2.203,0.649,6.842,35.226,4.784,3,1,0,0,1
PROP-79CCEA7C1BB2,12.861854970595948,80.08949394222218,city_center_fallback,3.7,11.086,12.39,13.249,22.336,21.024,3.118,2.581,12.256,23.56,73.331,8.378,0,0,0,0,0
PROP-11EF6CB78C7B,13.223168316997338,80.03714057492937,city_center_fallback,11.9,7.712,6.432,6.59,19.025,5.459,16.377,5.84,13.787,8.4,57.318,7.357,0,0,0,0,0
PROP-74D96523437F,13.200212493857668,80.17591656915357,city_center_fallback,25.8,1.998,4.205,5.899,5.669,9.995,5.967,3.528,3.078,5.586,43.722,6.663,2,1,0,0,0
PROP-925A53CC1421,12.884508232255634,80.49216052105116,city_center_fallback,17.9,3.537,13.541,11.141,24.192,3.45,13.463,5.683,8.015,4.116,51.432,5.54,0,0,0,0,0
PROP-947825266908,13.012073139832607,80.13869953377957,city_center_fallback,23.7,3.564,3.496,3.929,13.624,6.685,6.298,3.53,3.822,7.951,57.974,4.004,0,2,0,0,0
PROP-F561D909ECA5,13.1121514236781,80.08333420057726,city_center_fallback,17.9,4.172,4.633,4.623,10.857,6.868,6.611,2.661,4.391,13.046,56.891,2.841,0,1,0,0,0
PROP-5FD4DDB5BEC6,13.037945417660538,80.46130180025176,city_center_fallback,33.5,1.19,5.727,3.362,7.188,4.642,2.778,1.372,2.774,8.341,35.355,1.851,1,0,1,0,1
PROP-D7B35E263CD6,13.206469487174493,80.29907232761235,city_center_fallback,31.6,2.861,2.398,2.658,10.08,7.585,4.6,1.772,0.732,6.286,31.337,1.008,1,3,0,0,1
PROP-4208A13E74B2,12.936505598972163,80.08623481372128,city_center_fallback,11.0,5.492,7.014,5.812,19.321,12.735,3.617,1.858,6.433,17.993,67.766,3.079,0,0,0,0,0
PROP-7A9AC8BC5366,13.300634938426423,80.35040833730324,city_center_fallback,13.9,5.657,4.804,7.461,20.864,7.834,3.914,7.741,7.335,15.54,22.344,2.839,0,1,0,0,0
PROP-FB49CD463A83,12.903854701439457,80.21285740242762,city_center_fallback,11.5,4.506,8.248,5.542,9.368,10.444,7.215,1.807,1.421,12.525,61.143,7.1,0,0,0,0,1
PROP-CE02F17A36DF,13.124896830150638,80.2994338201786,city_center_fallback,54.9,0.667,3.18,2.126,3.925,2.041,1.128,1.445,1.21,3.215,36.586,3.61,1,1,1,0,2
PROP-4AD3C193438C,12.843642998892644,80.24934916451305,city_center_fallback,7.1,4.754,11.785,12.364,14.577,13.94,11.256,4.618,1.166,18.832,64.522,9.137,0,0,0,0,1
PROP-40E52907DC2C,13.068836,80.24424350000001,secondary_lookup,34.6,2.381,3.72,4.413,5.811,2.722,2.397,1.584,0.854,4.151,45.2,3.012,1,4,1,0,2
PROP-91431ADFE5D2,12.861157996699385,80.49802442423983,city_center_fallback,13.1,4.194,15.039,9.27,26.834,5.039,16.134,7.103,8.892,6.675,53.936,7.555,0,0,0,0,0
PROP-1F1504EB20E5,13.296567305144837,80.51122427318948,city_center_fallback,5.7,5.68,12.365,6.741,22.073,17.475,12.469,4.356,10.628,26.98,6.834,15.761,0,0,0,0,0
PROP-105312908C3A,13.188689025147363,80.48138426939434,city_center_fallback,13.5,5.343,7.388,3.364,9.742,13.543,3.482,1.844,1.545,18.847,18.827,10.497,0,0,0,0,1
PROP-3370EB76062C,13.177497750832464,80.23720669058082,city_center_fallback,37.9,1.674,3.525,4.508,2.649,9.341,0.622,1.653,1.661,8.567,38.759,2.903,1,1,1,0,2
PROP-A327069852C8,13.024557921127917,80.02353107059137,city_center_fallback,13.8,6.044,7.652,11.679,20.636,6.058,1.893,4.532,6.908,18.692,67.322,8.6,0,0,1,0,0
PROP-8A03660F84A2,12.957055886954011,80.19304427507721,city_center_fallback,33.8,3.368,3.802,0.927,7.532,7.725,3.741,2.913,4.191,8.163,57.942,5.534,0,2,0,0,0
PROP-41740A5B3569,13.044330041522088,80.1845537697989,city_center_fallback,35.6,0.772,6.347,6.01,9.189,4.098,6.769,1.553,2.853,2.052,51.861,3.442,2,0,0,0,1
PROP-FB32AA5EB661,12.87950981734791,80.23584456593528,city_center_fallback,12.3,3.244,9.43,8.959,10.868,10.873,8.456,1.011,2.283,14.842,61.917,8.996,0,0,0,0,1
PROP-410A4C8E613B,13.237010420783074,80.41048176144572,city_center_fallback,16.2,5.033,5.111,6.065,16.585,5.041,4.523,2.068,2.345,14.334,19.364,6.783,0,0,0,0,1
PROP-FB7CC68BAA3F,13.035131242441896,80.37525219571614,city_center_fallback,25.9,4.678,3.06,4.359,6.03,11.548,1.117,2.276,6.05,11.61,39.261,4.002,0,2,1,0,0
PROP-6A1A02FBF175,13.318007452636435,80.51305436046971,city_center_fallback,3.3,7.659,13.097,8.24,24.455,18.759,14.651,6.74,9.562,28.622,5.086,16.396,0,0,0,0,0
PROP-0AB9190D8A3D,13.044330041522088,80.1845537697989,city_center_fallback,35.6,0.772,6.347,6.01,9.189,4.098,6.769,1.553,2.853,2.052,51.861,3.442,2,0,0,0,1
PROP-0EBACD081EFB,12.937823686284247,80.37261319590418,city_center_fallback,33.5,1.813,0.746,9.858,12.832,9.662,9.532,6.434,1.338,9.171,49.105,4.249,1,1,0,0,2
