property_master_id,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg,matched_station_name,matched_station_distance_km
PROP-BD17F0375E10,94,50,82,94,99.0,CPCB_MAA_Alandur,25.996
PROP-2FE02E189AA9,39,21,35,39,60.7,CPCB_MAA_Manali,18.448
PROP-4FE634D39E57,90,48,79,90,55.7,CPCB_MAA_Manali,9.847
PROP-804AEC182443,37,21,34,37,64.7,CPCB_MAA_Manali,24.948
PROP-15848142C958,56,30,49,56,62.3,CPCB_MAA_Alandur,19.478
PROP-BD52F5A8E535,29,15,25,29,51.7,CPCB_MAA_Alandur,7.079
PROP-FD03E7F8A7A6,69,39,63,69,43.0,CPCB_MAA_Alandur,19.478
PROP-981917DF82BC,31,16,26,31,50.3,CPCB_MAA_Alandur,7.929
PROP-8D32D5D822B4,73,39,64,73,44.3,CPCB_MAA_Alandur,20.245
PROP-D90F04EC96BC,95,53,87,95,58.0,CPCB_MAA_Manali,20.08
PROP-61B82DD291D3,66,36,59,66,41.3,CPCB_MAA_Alandur,34.167
PROP-B8D797E8662B,27,14,23,27,48.3,CPCB_MAA_Alandur,23.68
PROP-5B95E2F8BA34,95,53,87,95,58.0,CPCB_MAA_Manali,21.11
PROP-54B1C7E89570,72,38,62,72,74.7,CPCB_MAA_Manali,20.097
PROP-2F6FE436DDCB,37,21,34,37,64.7,CPCB_MAA_Manali,28.723
PROP-D34B5F82A2E6,72,39,65,72,43.0,CPCB_MAA_Alandur,9.248
PROP-2FA25BC719A5,57,31,50,57,59.7,CPCB_MAA_Alandur,10.781
PROP-83307BBF6FEA,72,39,65,72,43.0,CPCB_MAA_Alandur,25.529
PROP-1DE487B0ACBE,97,51,84,97,94.7,CPCB_MAA_Alandur,17.801
PROP-47CA71DC6A18,67,38,63,67,76.3,CPCB_MAA_Manali,16.644
PROP-45FEFB44CB15,56,30,49,56,62.3,CPCB_MAA_Alandur,17.661
PROP-79EEC812443B,109,59,98,109,119.7,CPCB_MAA_Manali,9.847
PROP-7DD59E02BF22,66,36,59,66,41.3,CPCB_MAA_Alandur,7.079
PROP-CD85CE0CFD79,109,59,98,109,119.7,CPCB_MAA_Manali,28.723
PROP-167E27187CF6,81,45,74,81,50.3,CPCB_MAA_Manali,12.066
PROP-E15816D91021,81,44,72,81,84.7,CPCB_MAA_Manali,20.097
PROP-B7FB7281B7E3,122,63,104,122,119.0,CPCB_MAA_Manali,13.643
PROP-8FCF7DC9FBB6,109,59,98,109,113.0,CPCB_MAA_Manali,29.507
PROP-2EEDBA788D80,73,39,64,73,44.3,CPCB_MAA_Alandur,17.801
PROP-4B300B740306,37,21,34,37,64.7,CPCB_MAA_Manali,8.973
PROP-BD21BAFC26BD,27,14,23,27,48.3,CPCB_MAA_Alandur,6.776
PROP-A3A64A436996,94,50,82,94,99.0,CPCB_MAA_Alandur,8.024
PROP-22A58F9EA18F,109,59,98,109,119.7,CPCB_MAA_Manali,31.493
PROP-921692A28E8B,56,29,47,56,59.3,CPCB_MAA_Alandur,8.691
PROP-0912041A0312,66,36,59,66,41.3,CPCB_MAA_Alandur,7.079
PROP-9594AC7A0E1E,29,15,25,29,51.7,CPCB_MAA_Alandur,36.613
PROP-0455CDFEE47C,94,50,82,94,99.0,CPCB_MAA_Alandur,17.801
PROP-1D3AA4EFD99C,95,53,87,95,58.0,CPCB_MAA_Manali,16.949
PROP-AF893FFA4C06,56,29,47,56,59.3,CPCB_MAA_Alandur,17.801
PROP-CA86C7D53C46,72,39,65,72,43.0,CPCB_MAA_Alandur,8.691
PROP-E85F2B1F184F,65,37,61,65,65.3,CPCB_MAA_Alandur,7.151
PROP-35273B336C8B,81,46,75,81,83.7,CPCB_MAA_Manali,23.814
PROP-3A41C3085ED3,35,19,31,35,62.3,CPCB_MAA_Manali,10.142
PROP-8855FD1D117F,117,64,106,117,118.3,CPCB_MAA_Manali,13.109
PROP-157835AB2B46,31,16,26,31,50.3,CPCB_MAA_Alandur,17.801
PROP-A0C27D9A272F,31,16,26,31,50.3,CPCB_MAA_Alandur,17.801
PROP-D036945EC7D1,65,37,61,65,65.3,CPCB_MAA_Alandur,7.079
PROP-7C020285DB8B,27,14,23,27,48.3,CPCB_MAA_Alandur,12.412
PROP-4A202B61474B,61,33,54,61,65.0,CPCB_MAA_Alandur,16.536
PROP-E50FFCA69358,109,59,98,109,113.0,CPCB_MAA_Manali,24.18
PROP-C6E4729C1403,102,53,88,102,102.3,CPCB_MAA_Alandur,14.97
PROP-D31CB45252F9,57,31,50,57,59.7,CPCB_MAA_Alandur,17.801
PROP-E394AD90892A,41,23,38,41,62.0,CPCB_MAA_Manali,24.948
PROP-68B8506370C8,31,16,26,31,50.3,CPCB_MAA_Alandur,8.024
PROP-B20A5D32356D,90,51,85,90,54.3,CPCB_MAA_Manali,24.18
PROP-DFEDA14A0BE8,29,15,25,29,52.0,CPCB_MAA_Alandur,17.801
PROP-FC9D0E12E5EC,66,36,59,66,41.3,CPCB_MAA_Alandur,7.929
PROP-8359099DC310,72,38,62,72,74.7,CPCB_MAA_Manali,12.066
PROP-2CFA19FB8D06,90,48,79,90,55.7,CPCB_MAA_Manali,23.814
PROP-374AD4140035,67,38,63,67,76.3,CPCB_MAA_Manali,20.034
PROP-907AFA72C91F,71,39,64,71,43.0,CPCB_MAA_Alandur,23.68
PROP-D181E920CE83,90,49,80,90,96.7,CPCB_MAA_Alandur,25.996
PROP-E421B6575BA6,90,48,79,90,55.0,CPCB_MAA_Manali,24.18
PROP-5E6351124A92,67,38,63,67,76.3,CPCB_MAA_Manali,21.128
PROP-F898A535A8B5,29,15,25,29,52.0,CPCB_MAA_Alandur,23.68
PROP-078EB785709D,39,21,35,39,60.7,CPCB_MAA_Manali,5.785
PROP-2F8F102BAE0D,122,63,104,122,119.0,CPCB_MAA_Manali,21.11
PROP-1CE06D19BE7A,73,39,64,73,44.3,CPCB_MAA_Alandur,6.776
PROP-E2ACA055A06E,69,39,63,69,43.0,CPCB_MAA_Alandur,6.924
PROP-853DA18E46F2,65,37,61,65,65.3,CPCB_MAA_Alandur,13.624
PROP-43402555672E,81,45,74,81,50.3,CPCB_MAA_Manali,10.61
PROP-A46020F40D9C,31,16,26,31,50.3,CPCB_MAA_Alandur,23.68
PROP-B1F8E56E7384,90,48,79,90,55.7,CPCB_MAA_Manali,18.368
PROP-B8BA4D5872C0,94,50,82,94,99.0,CPCB_MAA_Alandur,15.713
PROP-DD0F43F8AF90,72,39,65,72,43.0,CPCB_MAA_Alandur,12.14
PROP-2184E74FC302,117,64,106,117,118.3,CPCB_MAA_Manali,19.503
PROP-39CD76FA847D,56,30,49,56,62.3,CPCB_MAA_Alandur,5.206
PROP-DBBE826408B6,81,46,75,81,83.7,CPCB_MAA_Manali,32.541
PROP-7E4763F4E311,122,63,104,122,119.0,CPCB_MAA_Manali,28.723
PROP-94044F79BBE7,39,21,35,39,60.7,CPCB_MAA_Manali,19.503
PROP-796B051AF8B5,35,19,31,35,62.3,CPCB_MAA_Manali,24.18
PROP-944B59AC40E5,97,51,84,97,94.7,CPCB_MAA_Alandur,17.661
PROP-573A3430DD29,122,63,104,122,119.0,CPCB_MAA_Manali,6.478
PROP-05E494EF43ED,61,33,54,61,65.0,CPCB_MAA_Alandur,23.68
PROP-18582F514AEF,109,59,98,109,113.0,CPCB_MAA_Manali,24.18
PROP-CC8B5738C22B,90,48,79,90,55.7,CPCB_MAA_Manali,13.538
PROP-94BB14559F2B,71,39,64,71,43.0,CPCB_MAA_Alandur,6.221
PROP-381D79A3EA96,90,48,79,90,55.0,CPCB_MAA_Manali,23.814
PROP-A136638701BD,81,44,72,81,84.7,CPCB_MAA_Manali,8.973
PROP-1F60BF6998C2,32,17,28,32,52.7,CPCB_MAA_Alandur,10.033
PROP-8C7D3E89F2EF,117,64,106,117,118.3,CPCB_MAA_Manali,10.622
PROP-2D787C5B7475,66,36,59,66,41.3,CPCB_MAA_Alandur,15.713
PROP-1BE958EEC39E,81,44,72,81,84.7,CPCB_MAA_Manali,18.671
PROP-814CF3B5B043,57,31,50,57,59.7,CPCB_MAA_Alandur,13.95
PROP-C69E658E8D2A,31,16,26,31,50.3,CPCB_MAA_Alandur,14.206
PROP-37F1F0108DB1,29,15,25,29,51.7,CPCB_MAA_Alandur,8.024
PROP-0EF627186823,39,21,35,39,60.7,CPCB_MAA_Manali,30.908
PROP-2042B245996E,90,49,80,90,96.7,CPCB_MAA_Alandur,28.765
PROP-D496ADD94CD0,65,37,61,65,65.3,CPCB_MAA_Alandur,15.901
PROP-709B561C258B,90,48,79,90,55.0,CPCB_MAA_Manali,5.785
PROP-E677F5ADF86F,97,51,84,97,94.7,CPCB_MAA_Alandur,11.308
PROP-05DFF2BD7711,35,19,31,35,62.3,CPCB_MAA_Manali,5.785
PROP-0BF84DE55887,35,19,31,35,62.3,CPCB_MAA_Manali,6.678
PROP-1B5AA3A15AD3,72,38,62,72,74.7,CPCB_MAA_Manali,12.066
PROP-54B26FF196B1,72,39,65,72,43.0,CPCB_MAA_Alandur,3.483
PROP-579D5F435A05,31,16,26,31,50.3,CPCB_MAA_Alandur,15.713
PROP-80C88437229A,29,15,25,29,51.7,CPCB_MAA_Alandur,4.834
PROP-1524D2016EC7,57,31,50,57,59.7,CPCB_MAA_Alandur,17.754
PROP-B45FD1830490,32,17,28,32,52.7,CPCB_MAA_Alandur,20.245
PROP-29E4ADBC9DF0,69,39,63,69,43.0,CPCB_MAA_Alandur,6.924
PROP-5A224758051A,72,38,62,72,74.7,CPCB_MAA_Manali,25.681
PROP-7116EF40DE1E,37,21,34,37,64.7,CPCB_MAA_Manali,24.18
PROP-0BD6B1259BF1,71,39,64,71,43.0,CPCB_MAA_Alandur,15.713
PROP-A5E030295F93,73,39,64,73,44.3,CPCB_MAA_Alandur,17.754
PROP-7CA6482355A6,90,48,79,90,55.0,CPCB_MAA_Manali,13.109
PROP-731FA5524C97,72,39,65,72,43.0,CPCB_MAA_Alandur,8.024
PROP-883C25AC1D83,90,49,80,90,96.7,CPCB_MAA_Alandur,13.624
PROP-6350B007C187,61,33,54,61,65.0,CPCB_MAA_Alandur,10.033
PROP-C71F79FAE54A,94,50,82,94,99.0,CPCB_MAA_Alandur,19.478
PROP-C46A0445B3EA,29,15,25,29,51.7,CPCB_MAA_Alandur,14.015
PROP-34AA51D6DB14,35,19,31,35,62.3,CPCB_MAA_Manali,26.247
PROP-85A7C4321F13,71,39,64,71,43.0,CPCB_MAA_Alandur,9.031
PROP-1FF54B23E5A8,73,39,64,73,44.3,CPCB_MAA_Alandur,10.27
PROP-E6DD120C2013,31,16,26,31,50.3,CPCB_MAA_Alandur,9.031
PROP-4E5F5F8C89E5,72,38,62,72,74.7,CPCB_MAA_Manali,23.814
PROP-BB895603CA91,32,17,28,32,52.7,CPCB_MAA_Alandur,23.693
PROP-C9F82BF3C623,29,15,25,29,52.0,CPCB_MAA_Alandur,14.7
PROP-D126F7BAADEB,94,50,82,94,99.0,CPCB_MAA_Alandur,34.167
PROP-ECF65B90FA60,31,16,26,31,50.3,CPCB_MAA_Alandur,17.754
PROP-B1546A04F6CB,90,49,80,90,96.7,CPCB_MAA_Alandur,17.206
PROP-9A5597E90FB8,56,29,47,56,59.3,CPCB_MAA_Alandur,13.624
PROP-6BB2E461C9DB,81,45,74,81,50.3,CPCB_MAA_Manali,10.61
PROP-376795121424,102,53,88,102,102.3,CPCB_MAA_Alandur,7.151
PROP-0544FCD53F6E,37,21,34,37,64.7,CPCB_MAA_Manali,25.514
PROP-4446D135AAF8,90,48,79,90,55.7,CPCB_MAA_Manali,25.807
PROP-8251B8023374,61,33,54,61,65.0,CPCB_MAA_Alandur,23.68
PROP-DB98A3618A5A,61,33,54,61,65.0,CPCB_MAA_Alandur,8.087
PROP-F20C06D0100F,90,49,80,90,96.7,CPCB_MAA_Alandur,8.815
PROP-6ABEA56E481C,41,23,38,41,62.0,CPCB_MAA_Manali,10.61
PROP-1E9EA0875BA2,32,17,28,32,52.7,CPCB_MAA_Alandur,24.726
PROP-D02330732B02,29,15,25,29,51.7,CPCB_MAA_Alandur,14.662
PROP-7D2E46165F6E,90,48,79,90,55.0,CPCB_MAA_Manali,26.377
PROP-1A094AFB3D21,117,64,106,117,118.3,CPCB_MAA_Manali,18.404
PROP-054F1E08932E,69,39,63,69,43.0,CPCB_MAA_Alandur,6.924
PROP-7D6F43A9D4CE,35,19,31,35,62.3,CPCB_MAA_Manali,29.639
PROP-9D80C55BA31F,37,21,34,37,64.7,CPCB_MAA_Manali,8.973
PROP-A78E23A451BF,90,51,85,90,54.3,CPCB_MAA_Manali,32.541
PROP-0D230B3AC852,109,59,98,109,113.0,CPCB_MAA_Manali,30.913
PROP-6D7F8E5A2DE1,90,48,79,90,55.0,CPCB_MAA_Manali,29.062
PROP-D492BABBD318,29,15,25,29,51.7,CPCB_MAA_Alandur,12.097
PROP-35DF3BA782CF,69,39,63,69,43.0,CPCB_MAA_Alandur,17.754
PROP-EC1D51D84FCC,56,29,47,56,59.3,CPCB_MAA_Alandur,28.765
PROP-99069AA54123,41,23,38,41,62.0,CPCB_MAA_Manali,10.142
PROP-DA387BA6E04C,117,64,106,117,118.3,CPCB_MAA_Manali,28.723
PROP-BECFE8384E6B,56,30,49,56,62.3,CPCB_MAA_Alandur,13.536
PROP-88E36C33860A,32,17,28,32,52.7,CPCB_MAA_Alandur,25.529
PROP-6004129C6DDD,109,59,98,109,113.0,CPCB_MAA_Manali,5.785
PROP-0E75832E4AA0,81,46,75,81,83.7,CPCB_MAA_Manali,25.514
PROP-3313188F61D5,109,59,98,109,113.0,CPCB_MAA_Manali,18.404
PROP-2FA439EE4C93,72,39,65,72,43.0,CPCB_MAA_Alandur,9.248
PROP-B6ECE80B86E8,109,59,98,109,113.0,CPCB_MAA_Manali,14.089
PROP-F28C9BF045E7,73,39,64,73,44.3,CPCB_MAA_Alandur,15.713
PROP-36477752DED5,73,39,64,73,44.3,CPCB_MAA_Alandur,7.822
PROP-7112439953E3,72,38,62,72,74.7,CPCB_MAA_Manali,23.814
PROP-146D1DB2DCCE,81,45,74,81,50.3,CPCB_MAA_Manali,10.622
PROP-384B46371991,69,39,63,69,43.0,CPCB_MAA_Alandur,20.245
PROP-968709E1BB19,71,39,64,71,43.0,CPCB_MAA_Alandur,10.033
PROP-B9254300394C,32,17,28,32,52.7,CPCB_MAA_Alandur,6.924
PROP-9131CEDE8127,73,39,64,73,44.3,CPCB_MAA_Alandur,10.781
PROP-39EDB7D041E5,66,36,59,66,41.3,CPCB_MAA_Alandur,19.313
PROP-5513641AFA85,39,21,35,39,60.7,CPCB_MAA_Manali,9.602
PROP-3A3C18D3CC38,67,38,63,67,76.3,CPCB_MAA_Manali,12.294
PROP-58327ABA6D5F,29,15,25,29,51.7,CPCB_MAA_Alandur,13.536
PROP-542BBDC4C7F3,90,49,80,90,96.7,CPCB_MAA_Alandur,10.033
PROP-CE6E108E3E2C,39,21,35,39,60.7,CPCB_MAA_Manali,13.109
PROP-C87C13D1265B,32,17,28,32,52.7,CPCB_MAA_Alandur,10.098
PROP-3455C7794523,41,23,38,41,62.0,CPCB_MAA_Manali,22.224
PROP-281B3E70BCFF,94,50,82,94,99.0,CPCB_MAA_Alandur,8.815
PROP-7CF166B41216,37,21,34,37,64.7,CPCB_MAA_Manali,18.404
PROP-047D3271BFBD,97,51,84,97,94.7,CPCB_MAA_Alandur,6.924
PROP-C32AF10052CD,56,29,47,56,59.3,CPCB_MAA_Alandur,3.483
PROP-D41C3D257693,57,31,50,57,59.7,CPCB_MAA_Alandur,3.483
PROP-EF5E9F586DBE,81,45,74,81,50.3,CPCB_MAA_Manali,25.164
PROP-11FB4EE4D594,97,51,84,97,94.7,CPCB_MAA_Alandur,13.624
PROP-048409EBAB0F,56,29,47,56,59.3,CPCB_MAA_Alandur,25.529
PROP-9D5B2A37CDFE,81,45,74,81,50.3,CPCB_MAA_Manali,18.586
PROP-5D2682D5D5A8,37,21,34,37,64.7,CPCB_MAA_Manali,22.224
PROP-8D92ADA87AA0,31,16,26,31,50.3,CPCB_MAA_Alandur,28.765
PROP-3CC61B14ED9B,73,39,64,73,44.3,CPCB_MAA_Alandur,20.245
PROP-FA3719D0ED4F,117,64,106,117,118.3,CPCB_MAA_Manali,22.57
PROP-CD5F9F9E7FF7,39,21,35,39,60.7,CPCB_MAA_Manali,9.602
PROP-EB4A1A9AE20E,90,51,85,90,54.3,CPCB_MAA_Manali,13.109
PROP-A2545784B293,57,31,50,57,59.7,CPCB_MAA_Alandur,14.584
PROP-2E033DF8E275,81,45,74,81,50.3,CPCB_MAA_Manali,12.147
PROP-1FB8D6BD160D,29,15,25,29,52.0,CPCB_MAA_Alandur,15.713
PROP-F5A68B7DFC42,90,48,79,90,55.7,CPCB_MAA_Manali,13.569
PROP-F0BD4E311C57,65,37,61,65,65.3,CPCB_MAA_Alandur,17.754
PROP-957633769825,67,38,63,67,76.3,CPCB_MAA_Manali,25.129
PROP-207F9F6C82A1,66,36,59,66,41.3,CPCB_MAA_Alandur,12.097
PROP-DC55255189BD,95,53,87,95,58.0,CPCB_MAA_Manali,26.48
PROP-568A0D0483D1,41,23,38,41,62.0,CPCB_MAA_Manali,26.48
PROP-2AD35CBDD10D,41,23,38,41,62.0,CPCB_MAA_Manali,15.004
PROP-E9F60B779D0F,61,33,54,61,65.0,CPCB_MAA_Alandur,4.834
PROP-523A3FC1860A,90,48,79,90,55.7,CPCB_MAA_Manali,12.591
PROP-D49E710447AD,56,29,47,56,59.3,CPCB_MAA_Alandur,25.529
PROP-A515A1FEB83F,67,38,63,67,76.3,CPCB_MAA_Manali,22.224
PROP-56B3FBB796CE,122,63,104,122,119.0,CPCB_MAA_Manali,8.973
PROP-43F49D4C9A96,72,38,62,72,74.7,CPCB_MAA_Manali,13.783
PROP-7CEFDA7B46A6,27,14,23,27,48.3,CPCB_MAA_Alandur,16.327
PROP-89A989D5AEC5,67,38,63,67,76.3,CPCB_MAA_Manali,20.097
PROP-F7E1DDE82792,65,37,61,65,65.3,CPCB_MAA_Alandur,9.827
PROP-1D51EEED690A,97,51,84,97,94.7,CPCB_MAA_Alandur,19.941
PROP-45688A151BEC,61,33,54,61,65.0,CPCB_MAA_Alandur,11.308
PROP-24CBB7EFBCEF,81,44,72,81,84.7,CPCB_MAA_Manali,12.591
PROP-3A4347158642,56,29,47,56,59.3,CPCB_MAA_Alandur,12.412
PROP-2A2DCA0CF5BB,73,39,64,73,44.3,CPCB_MAA_Alandur,12.412
PROP-E293A28491F9,71,39,64,71,43.0,CPCB_MAA_Alandur,10.758
PROP-6D87CE160010,69,39,63,69,43.0,CPCB_MAA_Alandur,12.412
PROP-EC9F1894A0D2,122,63,104,122,119.0,CPCB_MAA_Manali,9.602
PROP-D2B8AEFDC4A2,90,51,85,90,54.3,CPCB_MAA_Manali,7.525
PROP-6C2B6A425065,35,19,31,35,62.3,CPCB_MAA_Manali,26.48
PROP-BC4691A199D2,65,37,61,65,65.3,CPCB_MAA_Alandur,13.624
PROP-2D5F825DE4AF,65,37,61,65,65.3,CPCB_MAA_Alandur,16.156
PROP-EF590F3FA56A,81,46,75,81,83.7,CPCB_MAA_Manali,11.138
PROP-9576F66E3C33,72,38,62,72,74.7,CPCB_MAA_Manali,12.56
PROP-8BF6B2AFC71C,41,23,38,41,62.0,CPCB_MAA_Manali,19.927
PROP-636DDDB1B4E7,78,42,70,78,81.0,CPCB_MAA_Manali,16.83
PROP-E8882E4C4F1F,90,48,79,90,55.7,CPCB_MAA_Manali,14.257
PROP-A36C94723B05,35,19,31,35,62.3,CPCB_MAA_Manali,10.142
PROP-49396E8DABBC,67,38,63,67,76.3,CPCB_MAA_Manali,21.128
PROP-57EA5236DEFB,37,21,34,37,64.7,CPCB_MAA_Manali,12.56
PROP-ABA20FC7ECB6,109,59,98,109,113.0,CPCB_MAA_Manali,15.004
PROP-78682429BB22,61,33,54,61,65.0,CPCB_MAA_Alandur,9.879
PROP-B3CF8BABB6F2,97,51,84,97,94.7,CPCB_MAA_Alandur,8.024
PROP-5871CC94B0CC,94,50,82,94,99.0,CPCB_MAA_Alandur,25.321
PROP-047C3170CAC9,56,29,47,56,59.3,CPCB_MAA_Alandur,33.1
PROP-5B361EA28049,73,39,64,73,44.3,CPCB_MAA_Alandur,14.994
PROP-3BA19A960562,94,50,82,94,99.0,CPCB_MAA_Alandur,5.088
PROP-1B5CA76FE1DF,69,39,63,69,43.0,CPCB_MAA_Alandur,8.024
PROP-B431D9873E4F,95,53,87,95,58.0,CPCB_MAA_Manali,25.164
PROP-92CE2E806BB0,56,30,49,56,62.3,CPCB_MAA_Alandur,17.754
PROP-1EEF04637056,39,21,35,39,60.7,CPCB_MAA_Manali,23.439
PROP-80466D17C476,35,20,33,35,64.3,CPCB_MAA_Manali,19.123
PROP-A5DEBFD65275,66,36,59,66,41.3,CPCB_MAA_Alandur,14.994
PROP-8E673EBCACFC,90,48,79,90,55.0,CPCB_MAA_Manali,22.224
PROP-64453DA207AB,72,39,65,72,43.0,CPCB_MAA_Alandur,5.29
PROP-6AE9E231A7E8,61,33,54,61,65.0,CPCB_MAA_Alandur,7.822
PROP-5D196C38E942,57,31,50,57,59.7,CPCB_MAA_Alandur,19.404
PROP-AFBB585988A1,67,38,63,67,76.3,CPCB_MAA_Manali,12.294
PROP-123BE1112E9D,102,53,88,102,102.3,CPCB_MAA_Alandur,5.238
PROP-758E0F776A14,90,51,85,90,54.3,CPCB_MAA_Manali,7.518
PROP-EBF1AEE03EE8,81,44,72,81,84.7,CPCB_MAA_Manali,12.294
PROP-F1483558F67E,102,53,88,102,102.3,CPCB_MAA_Alandur,8.455
PROP-68E4EFB12169,35,20,33,35,64.3,CPCB_MAA_Manali,25.681
PROP-EFC4C69F4069,90,48,79,90,55.7,CPCB_MAA_Manali,12.066
PROP-370B44AC29BB,29,15,25,29,51.7,CPCB_MAA_Alandur,8.455
PROP-0AF72CDF3DD7,109,59,98,109,113.0,CPCB_MAA_Manali,19.98
PROP-AE1224CDA183,56,30,49,56,62.3,CPCB_MAA_Alandur,19.941
PROP-C545A7EF0886,56,30,49,56,62.3,CPCB_MAA_Alandur,5.238
PROP-DC411E13B622,29,15,25,29,52.0,CPCB_MAA_Alandur,7.079
PROP-935D767505B7,37,21,34,37,64.7,CPCB_MAA_Manali,18.681
PROP-50FB177A2F93,39,21,35,39,60.7,CPCB_MAA_Manali,23.188
PROP-84149ACF4546,41,23,38,41,62.0,CPCB_MAA_Manali,13.751
PROP-2C030FB1FD1C,72,38,62,72,74.7,CPCB_MAA_Manali,28.723
PROP-23EB90E80E6E,29,15,25,29,51.7,CPCB_MAA_Alandur,16.154
PROP-603219C904DE,73,39,64,73,44.3,CPCB_MAA_Alandur,12.412
PROP-A05D4B668437,57,31,50,57,59.7,CPCB_MAA_Alandur,20.796
PROP-AB10B3B25C26,29,15,25,29,51.7,CPCB_MAA_Alandur,4.751
PROP-1FBD46093677,78,42,70,78,81.0,CPCB_MAA_Manali,27.661
PROP-9C20A2BE172F,27,14,23,27,48.3,CPCB_MAA_Alandur,7.211
PROP-0D29A9A27363,117,64,106,117,118.3,CPCB_MAA_Manali,9.847
PROP-6249728246A4,90,48,79,90,55.7,CPCB_MAA_Manali,24.941
PROP-EC7A49F3E79D,69,39,63,69,43.0,CPCB_MAA_Alandur,24.726
PROP-5CD1D083370F,41,23,38,41,62.0,CPCB_MAA_Manali,24.365
PROP-B612F1E63F8F,56,29,47,56,59.3,CPCB_MAA_Alandur,12.097
PROP-92604544445A,78,42,70,78,81.0,CPCB_MAA_Manali,5.785
PROP-E4F786F8A9C5,90,49,80,90,96.7,CPCB_MAA_Alandur,9.879
PROP-095536C61A49,81,46,75,81,83.7,CPCB_MAA_Manali,19.98
PROP-3AC3ACD3BBEC,69,39,63,69,43.0,CPCB_MAA_Alandur,6.883
PROP-5DFA2278585D,109,59,98,109,119.7,CPCB_MAA_Manali,23.51
PROP-7326B3BB46CC,90,48,79,90,55.0,CPCB_MAA_Manali,10.622
PROP-C30393DAFB6B,29,15,25,29,51.7,CPCB_MAA_Alandur,24.726
PROP-1D1CE5E679C2,122,63,104,122,119.0,CPCB_MAA_Manali,12.56
PROP-886E92E38564,56,30,49,56,62.3,CPCB_MAA_Alandur,25.529
PROP-F39038E5A4A6,72,39,65,72,43.0,CPCB_MAA_Alandur,13.624
PROP-8012B832B31B,69,39,63,69,43.0,CPCB_MAA_Alandur,17.754
PROP-47F60DD942BB,72,38,62,72,74.7,CPCB_MAA_Manali,31.146
PROP-7F2A6102A08B,29,15,25,29,51.7,CPCB_MAA_Alandur,8.455
PROP-9C8E6167ED12,109,59,98,109,119.7,CPCB_MAA_Manali,3.641
PROP-85311F49F3AD,56,30,49,56,62.3,CPCB_MAA_Alandur,6.776
PROP-DE157F628EF5,72,39,65,72,43.0,CPCB_MAA_Alandur,9.248
PROP-D47CC6D5F8B2,67,38,63,67,76.3,CPCB_MAA_Manali,12.066
PROP-039D14DE8551,67,38,63,67,76.3,CPCB_MAA_Manali,13.569
PROP-3E6B9C87D772,67,38,63,67,76.3,CPCB_MAA_Manali,23.814
PROP-D8E85E5F9387,29,15,25,29,52.0,CPCB_MAA_Alandur,8.455
PROP-FBD4B9F295AE,31,16,26,31,50.3,CPCB_MAA_Alandur,8.455
PROP-34E5A70A19A6,69,39,63,69,43.0,CPCB_MAA_Alandur,24.726
PROP-CE95B2851E05,39,21,35,39,60.7,CPCB_MAA_Manali,13.109
PROP-105DEF10B62E,81,45,74,81,50.3,CPCB_MAA_Manali,9.602
PROP-DFEF5D40CDAC,97,51,84,97,94.7,CPCB_MAA_Alandur,8.455
PROP-D0125D7F1E3F,90,48,79,90,55.7,CPCB_MAA_Manali,21.128
PROP-C8356D196EB4,95,53,87,95,58.0,CPCB_MAA_Manali,5.785
PROP-C11883496832,73,39,64,73,44.3,CPCB_MAA_Alandur,17.801
PROP-5E0A905726D7,61,33,54,61,65.0,CPCB_MAA_Alandur,13.439
PROP-A3466C0423E4,122,63,104,122,119.0,CPCB_MAA_Manali,10.622
PROP-2B3933433ECC,94,50,82,94,99.0,CPCB_MAA_Alandur,5.238
PROP-9E2B1CC14639,72,39,65,72,43.0,CPCB_MAA_Alandur,8.691
PROP-B444EDDF5ADE,41,23,38,41,62.0,CPCB_MAA_Manali,24.18
PROP-2497DA715EAB,73,39,64,73,44.3,CPCB_MAA_Alandur,8.024
PROP-313C6CDE9C19,35,19,31,35,62.3,CPCB_MAA_Manali,12.942
PROP-038425F790E1,81,46,75,81,83.7,CPCB_MAA_Manali,10.047
PROP-C6866C540833,90,49,80,90,96.7,CPCB_MAA_Alandur,8.024
PROP-DE375B3B7AB8,56,29,47,56,59.3,CPCB_MAA_Alandur,23.693
PROP-4621C4F0A31A,94,50,82,94,99.0,CPCB_MAA_Alandur,7.211
PROP-D01F227C3630,90,48,79,90,55.0,CPCB_MAA_Manali,5.785
PROP-212E826D69F5,90,49,80,90,96.7,CPCB_MAA_Alandur,8.024
PROP-05D74D41B330,90,48,79,90,55.0,CPCB_MAA_Manali,6.678
PROP-B2361C1ABE9B,56,29,47,56,59.3,CPCB_MAA_Alandur,15.713
PROP-78DC410CE90A,69,39,63,69,43.0,CPCB_MAA_Alandur,6.924
PROP-5A1F27E158CA,122,63,104,122,119.0,CPCB_MAA_Manali,18.671
PROP-02A9785BE6B5,69,39,63,69,43.0,CPCB_MAA_Alandur,34.167
PROP-87E5683FF62B,35,19,31,35,62.3,CPCB_MAA_Manali,20.034
PROP-B75CB8A653E4,90,48,79,90,55.7,CPCB_MAA_Manali,18.687
PROP-4C9EEF70412C,56,30,49,56,62.3,CPCB_MAA_Alandur,10.781
