property_master_id,rera_id,rera_registered,project_status,project_age,construction_duration_months,completion_percent,unsold_inventory,developer_project_count,developer_completion_rate,developer_lapsed_project_count
PROP-09D18DF08D8C,,0,Unregistered,,,,,0,1.0,0
PROP-72DD0E6C2E04,RERA-TNR-40847400,1,Completed,74.0,26.0,100.0,78.0,12,1.0,2
PROP-4001297C5EA5,,0,Unregistered,,,,,0,1.0,0
PROP-49A76193B3D6,,0,Unregistered,,,,,0,1.0,0
PROP-D85BCCAEB8BF,,0,Unregistered,,,,,0,1.0,0
PROP-5A009B837A4A,,0,Unregistered,,,,,0,1.0,0
PROP-246D09705402,,0,Unregistered,,,,,0,1.0,0
PROP-022EACFD89A8,RERA-TNR-84515151,1,Ongoing,25.0,42.0,59.5,23.0,17,0.529,0
PROP-5C925E93D559,,0,Unregistered,,,,,0,1.0,0
PROP-58FB9D1E9130,RERA-TNR-36217441,1,Ongoing,49.0,56.0,87.5,79.0,15,0.6,0
PROP-44D81CA25AB0,,0,Unregistered,,,,,0,1.0,0
PROP-141CB64EBC7F,RERA-TNR-36217441,1,Ongoing,28.0,56.0,50.0,79.0,13,0.615,0
PROP-ADFAF9B14DBD,RERA-TNR-19079769,1,Ongoing,15.0,40.0,37.5,119.0,12,0.583,2
PROP-F228522B5582,,0,Unregistered,,,,,0,1.0,0
PROP-5C34C6B5BA9B,RERA-TNR-99410106,1,Ongoing,46.0,49.0,93.9,84.0,4,0.75,0
PROP-C2B718A46C91,,0,Unregistered,,,,,0,1.0,0
PROP-41554050619B,RERA-TNR-50301105,1,Ongoing,31.0,33.0,93.9,128.0,12,0.75,0
PROP-E31301A0113C,,0,Unregistered,,,,,0,1.0,0
PROP-3459DD56CE98,,0,Unregistered,,,,,0,1.0,0
PROP-E21CED4A39D1,,0,Unregistered,,,,,0,1.0,0
PROP-BF19C5A68D29,RERA-TNR-23600840,1,Ongoing,10.0,50.0,20.0,245.0,9,0.333,0
PROP-B2409FB1AEE8,RERA-TNR-44069119,1,Completed,29.0,28.0,100.0,68.0,4,0.25,0
PROP-E95676A3CF47,,0,Unregistered,,,,,0,1.0,0
PROP-BD17F0375E10,RERA-TNR-57496771,1,Ongoing,17.0,35.0,48.6,43.0,15,0.6,0
PROP-2FE02E189AA9,,0,Unregistered,,,,,0,1.0,0
PROP-4FE634D39E57,RERA-TNR-70702973,1,Ongoing,23.0,59.0,39.0,14.0,13,0.846,0
PROP-804AEC182443,RERA-TNR-14896594,1,Ongoing,20.0,34.0,58.8,36.0,8,0.625,0
PROP-15848142C958,RERA-TNR-58195837,1,Ongoing,7.0,31.0,22.6,173.0,9,0.111,0
PROP-BD52F5A8E535,RERA-TNR-51880227,1,Ongoing,37.0,42.0,88.1,88.0,9,0.667,2
PROP-FD03E7F8A7A6,RERA-TNR-40300812,1,Ongoing,6.0,57.0,10.5,47.0,16,0.438,0
PROP-981917DF82BC,,0,Unregistered,,,,,0,1.0,0
PROP-8D32D5D822B4,,0,Unregistered,,,,,0,1.0,0
PROP-D90F04EC96BC,RERA-TNR-59657129,1,Ongoing,39.0,58.0,67.2,63.0,18,0.556,0
PROP-61B82DD291D3,,0,Unregistered,,,,,0,1.0,0
PROP-B8D797E8662B,RERA-TNR-91099185,1,Ongoing,19.0,29.0,65.5,88.0,7,0.714,0
PROP-5B95E2F8BA34,,0,Unregistered,,,,,0,1.0,0
PROP-54B1C7E89570,,0,Unregistered,,,,,0,1.0,0
PROP-2F6FE436DDCB,RERA-TNR-68942131,1,Ongoing,37.0,56.0,66.1,31.0,13,0.462,0
PROP-D34B5F82A2E6,,0,Unregistered,,,,,0,1.0,0
PROP-2FA25BC719A5,,0,Unregistered,,,,,0,1.0,0
PROP-83307BBF6FEA,,0,Unregistered,,,,,0,1.0,0
PROP-1DE487B0ACBE,RERA-TNR-36217441,1,Completed,61.0,56.0,100.0,79.0,15,0.733,0
PROP-47CA71DC6A18,,0,Unregistered,,,,,0,1.0,0
PROP-45FEFB44CB15,RERA-TNR-24857534,1,Ongoing,20.0,48.0,41.7,13.0,7,0.571,0
PROP-79EEC812443B,RERA-TNR-08573099,1,Ongoing,17.0,42.0,40.5,73.0,10,0.6,0
PROP-7DD59E02BF22,,0,Unregistered,,,,,0,1.0,0
PROP-CD85CE0CFD79,,0,Unregistered,,,,,0,1.0,0
PROP-167E27187CF6,,0,Unregistered,,,,,0,1.0,0
PROP-E15816D91021,,0,Unregistered,,,,,0,1.0,0
PROP-B7FB7281B7E3,RERA-TNR-90461539,1,Ongoing,22.0,46.0,47.8,73.0,5,0.4,0
PROP-8FCF7DC9FBB6,,0,Unregistered,,,,,0,1.0,0
PROP-2EEDBA788D80,,0,Unregistered,,,,,0,1.0,0
PROP-4B300B740306,RERA-TNR-93337199,1,Ongoing,33.0,55.0,60.0,88.0,6,0.333,0
PROP-BD21BAFC26BD,,0,Unregistered,,,,,0,1.0,0
PROP-A3A64A436996,,0,Unregistered,,,,,0,1.0,0
PROP-22A58F9EA18F,RERA-TNR-89051334,1,Completed,36.0,28.0,100.0,75.0,11,0.909,1
PROP-921692A28E8B,RERA-TNR-27032949,1,Ongoing,35.0,40.0,87.5,174.0,42,0.595,1
PROP-0912041A0312,,0,Unregistered,,,,,0,1.0,0
PROP-9594AC7A0E1E,RERA-TNR-17819846,1,Ongoing,20.0,28.0,71.4,36.0,11,0.455,0
PROP-0455CDFEE47C,RERA-TNR-36217441,1,Ongoing,37.0,56.0,66.1,79.0,15,0.533,0
PROP-1D3AA4EFD99C,,0,Unregistered,,,,,0,1.0,0
PROP-AF893FFA4C06,RERA-TNR-36217441,1,Completed,64.0,56.0,100.0,79.0,15,0.8,0
PROP-CA86C7D53C46,,0,Unregistered,,,,,0,1.0,0
PROP-E85F2B1F184F,,0,Unregistered,,,,,0,1.0,0
PROP-35273B336C8B,RERA-TNR-65108965,1,Ongoing,31.0,46.0,67.4,39.0,11,0.455,0
PROP-3A41C3085ED3,,0,Unregistered,,,,,0,1.0,0
PROP-8855FD1D117F,,0,Unregistered,,,,,0,1.0,0
PROP-157835AB2B46,,0,Unregistered,,,,,0,1.0,0
PROP-A0C27D9A272F,RERA-TNR-36217441,1,Ongoing,19.0,56.0,33.9,79.0,10,0.6,0
PROP-D036945EC7D1,RERA-TNR-59748581,1,Ongoing,11.0,46.0,23.9,104.0,7,0.714,0
PROP-7C020285DB8B,RERA-TNR-24193774,1,Ongoing,8.0,47.0,17.0,117.0,4,0.5,0
PROP-4A202B61474B,,0,Unregistered,,,,,0,1.0,0
PROP-E50FFCA69358,,0,Unregistered,,,,,0,1.0,0
PROP-C6E4729C1403,,0,Unregistered,,,,,0,1.0,0
PROP-D31CB45252F9,RERA-TNR-36217441,1,Ongoing,28.0,56.0,50.0,79.0,13,0.615,0
PROP-E394AD90892A,,0,Unregistered,,,,,0,1.0,0
PROP-68B8506370C8,RERA-TNR-53948257,1,Ongoing,31.0,39.0,79.5,128.0,10,0.3,0
PROP-B20A5D32356D,,0,Unregistered,,,,,0,1.0,0
PROP-DFEDA14A0BE8,,0,Unregistered,,,,,0,1.0,0
PROP-FC9D0E12E5EC,,0,Unregistered,,,,,0,1.0,0
PROP-8359099DC310,,0,Unregistered,,,,,0,1.0,0
PROP-2CFA19FB8D06,RERA-TNR-85801007,1,Ongoing,13.0,47.0,27.7,140.0,11,0.818,0
PROP-374AD4140035,,0,Unregistered,,,,,0,1.0,0
PROP-907AFA72C91F,,0,Unregistered,,,,,0,1.0,0
PROP-D181E920CE83,,0,Unregistered,,,,,0,1.0,0
PROP-E421B6575BA6,,0,Unregistered,,,,,0,1.0,0
PROP-5E6351124A92,RERA-TNR-31452794,1,Ongoing,40.0,47.0,85.1,175.0,15,0.733,1
PROP-F898A535A8B5,,0,Unregistered,,,,,0,1.0,0
PROP-078EB785709D,,0,Unregistered,,,,,0,1.0,0
PROP-2F8F102BAE0D,RERA-TNR-88985380,1,Ongoing,10.0,40.0,25.0,57.0,5,0.6,0
PROP-1CE06D19BE7A,,0,Unregistered,,,,,0,1.0,0
PROP-E2ACA055A06E,RERA-TNR-09304923,1,Completed,29.0,25.0,100.0,188.0,10,0.5,0
PROP-853DA18E46F2,,0,Unregistered,,,,,0,1.0,0
PROP-43402555672E,,0,Unregistered,,,,,0,1.0,0
PROP-A46020F40D9C,,0,Unregistered,,,,,0,1.0,0
PROP-B1F8E56E7384,,0,Unregistered,,,,,0,1.0,0
PROP-B8BA4D5872C0,,0,Unregistered,,,,,0,1.0,0
PROP-DD0F43F8AF90,,0,Unregistered,,,,,0,1.0,0
PROP-2184E74FC302,,0,Unregistered,,,,,0,1.0,0
PROP-39CD76FA847D,,0,Unregistered,,,,,0,1.0,0
PROP-DBBE826408B6,RERA-TNR-46695497,1,Ongoing,7.0,42.0,16.7,152.0,6,0.833,0
PROP-7E4763F4E311,,0,Unregistered,,,,,0,1.0,0
PROP-94044F79BBE7,,0,Unregistered,,,,,0,1.0,0
PROP-796B051AF8B5,,0,Unregistered,,,,,0,1.0,0
PROP-944B59AC40E5,,0,Unregistered,,,,,0,1.0,0
PROP-573A3430DD29,RERA-TNR-48176349,1,Ongoing,19.0,33.0,57.6,112.0,8,0.375,0
PROP-05E494EF43ED,RERA-TNR-12300682,1,Ongoing,24.0,32.0,75.0,74.0,7,0.714,1
PROP-18582F514AEF,,0,Unregistered,,,,,0,1.0,0
PROP-CC8B5738C22B,,0,Unregistered,,,,,0,1.0,0
PROP-94BB14559F2B,,0,Unregistered,,,,,0,1.0,0
PROP-381D79A3EA96,RERA-TNR-81271381,1,Completed,39.0,27.0,100.0,105.0,12,0.917,4
PROP-A136638701BD,,0,Unregistered,,,,,0,1.0,0
PROP-1F60BF6998C2,,0,Unregistered,,,,,0,1.0,0
PROP-8C7D3E89F2EF,,0,Unregistered,,,,,0,1.0,0
PROP-2D787C5B7475,,0,Unregistered,,,,,0,1.0,0
PROP-1BE958EEC39E,RERA-TNR-03946069,1,Ongoing,27.0,47.0,57.4,133.0,13,0.846,2
PROP-814CF3B5B043,,0,Unregistered,,,,,0,1.0,0
PROP-C69E658E8D2A,RERA-TNR-74717661,1,Ongoing,31.0,46.0,67.4,241.0,33,0.091,0
PROP-37F1F0108DB1,,0,Unregistered,,,,,0,1.0,0
PROP-0EF627186823,,0,Unregistered,,,,,0,1.0,0
PROP-2042B245996E,,0,Unregistered,,,,,0,1.0,0
PROP-D496ADD94CD0,,0,Unregistered,,,,,0,1.0,0
PROP-709B561C258B,RERA-TNR-83414122,1,Ongoing,20.0,47.0,42.6,51.0,11,0.727,2
PROP-E677F5ADF86F,,0,Unregistered,,,,,0,1.0,0
PROP-05DFF2BD7711,,0,Unregistered,,,,,0,1.0,0
PROP-0BF84DE55887,,0,Unregistered,,,,,0,1.0,0
PROP-1B5AA3A15AD3,,0,Unregistered,,,,,0,1.0,0
PROP-54B26FF196B1,,0,Unregistered,,,,,0,1.0,0
PROP-579D5F435A05,,0,Unregistered,,,,,0,1.0,0
PROP-80C88437229A,,0,Unregistered,,,,,0,1.0,0
PROP-1524D2016EC7,,0,Unregistered,,,,,0,1.0,0
PROP-B45FD1830490,RERA-TNR-72378829,1,Completed,31.0,28.0,100.0,119.0,17,0.471,0
PROP-29E4ADBC9DF0,,0,Unregistered,,,,,0,1.0,0
PROP-5A224758051A,RERA-TNR-40847400,1,Completed,47.0,26.0,100.0,78.0,12,0.75,0
PROP-7116EF40DE1E,,0,Unregistered,,,,,0,1.0,0
PROP-0BD6B1259BF1,RERA-TNR-99410106,1,Ongoing,46.0,49.0,93.9,84.0,4,0.75,0
PROP-A5E030295F93,,0,Unregistered,,,,,0,1.0,0
PROP-7CA6482355A6,RERA-TNR-01657531,1,Completed,33.0,27.0,100.0,193.0,4,0.75,0
PROP-731FA5524C97,,0,Unregistered,,,,,0,1.0,0
PROP-883C25AC1D83,RERA-TNR-15555822,1,Ongoing,12.0,31.0,38.7,105.0,8,0.625,0
PROP-6350B007C187,,0,Unregistered,,,,,0,1.0,0
PROP-C71F79FAE54A,,0,Unregistered,,,,,0,1.0,0
PROP-C46A0445B3EA,,0,Unregistered,,,,,0,1.0,0
PROP-34AA51D6DB14,,0,Unregistered,,,,,0,1.0,0
PROP-85A7C4321F13,,0,Unregistered,,,,,0,1.0,0
PROP-1FF54B23E5A8,,0,Unregistered,,,,,0,1.0,0
PROP-E6DD120C2013,,0,Unregistered,,,,,0,1.0,0
PROP-4E5F5F8C89E5,,0,Unregistered,,,,,0,1.0,0
PROP-BB895603CA91,RERA-TNR-16599864,1,Completed,34.0,32.0,100.0,131.0,17,0.588,0
PROP-C9F82BF3C623,,0,Unregistered,,,,,0,1.0,0
PROP-D126F7BAADEB,RERA-TNR-31615323,1,Ongoing,9.0,24.0,37.5,60.0,14,0.571,0
PROP-ECF65B90FA60,RERA-TNR-61990014,1,Ongoing,8.0,31.0,25.8,25.0,10,0.3,0
PROP-B1546A04F6CB,,0,Unregistered,,,,,0,1.0,0
PROP-9A5597E90FB8,RERA-TNR-33454577,1,Ongoing,27.0,48.0,56.2,138.0,71,0.592,5
PROP-6BB2E461C9DB,,0,Unregistered,,,,,0,1.0,0
PROP-376795121424,,0,Unregistered,,,,,0,1.0,0
PROP-0544FCD53F6E,,0,Unregistered,,,,,0,1.0,0
PROP-4446D135AAF8,,0,Unregistered,,,,,0,1.0,0
PROP-8251B8023374,RERA-TNR-63296932,1,Completed,26.0,24.0,100.0,78.0,69,0.42,3
PROP-DB98A3618A5A,,0,Unregistered,,,,,0,1.0,0
PROP-F20C06D0100F,RERA-TNR-61559671,1,Ongoing,21.0,48.0,43.8,116.0,11,0.455,0
PROP-6ABEA56E481C,,0,Unregistered,,,,,0,1.0,0
PROP-1E9EA0875BA2,,0,Unregistered,,,,,0,1.0,0
PROP-D02330732B02,,0,Unregistered,,,,,0,1.0,0
PROP-7D2E46165F6E,,0,Unregistered,,,,,0,1.0,0
PROP-1A094AFB3D21,RERA-TNR-57454860,1,Completed,38.0,27.0,100.0,59.0,4,1.0,0
PROP-054F1E08932E,,0,Unregistered,,,,,0,1.0,0
PROP-7D6F43A9D4CE,RERA-TNR-73650272,1,Completed,83.0,31.0,100.0,114.0,20,0.75,1
PROP-9D80C55BA31F,RERA-TNR-91324554,1,Ongoing,28.0,34.0,82.4,264.0,7,0.571,0
PROP-A78E23A451BF,RERA-TNR-52924888,1,Ongoing,34.0,51.0,66.7,198.0,4,0.75,0
PROP-0D230B3AC852,RERA-TNR-79205875,1,Ongoing,41.0,50.0,82.0,69.0,10,0.7,0
PROP-6D7F8E5A2DE1,RERA-TNR-60334298,1,Ongoing,20.0,27.0,74.1,80.0,9,0.778,1
PROP-D492BABBD318,RERA-TNR-78137580,1,Ongoing,18.0,26.0,69.2,66.0,20,0.55,0
PROP-35DF3BA782CF,,0,Unregistered,,,,,0,1.0,0
PROP-EC1D51D84FCC,,0,Unregistered,,,,,0,1.0,0
PROP-99069AA54123,RERA-TNR-42755877,1,Ongoing,19.0,52.0,36.5,241.0,11,0.273,1
PROP-DA387BA6E04C,RERA-TNR-88906865,1,Ongoing,15.0,53.0,28.3,71.0,5,0.6,0
PROP-BECFE8384E6B,,0,Unregistered,,,,,0,1.0,0
PROP-88E36C33860A,RERA-TNR-12383138,1,Ongoing,16.0,31.0,51.6,66.0,9,0.556,0
PROP-6004129C6DDD,RERA-TNR-06121383,1,Ongoing,21.0,48.0,43.8,19.0,10,0.7,0
PROP-0E75832E4AA0,,0,Unregistered,,,,,0,1.0,0
PROP-3313188F61D5,RERA-TNR-15451198,1,Ongoing,12.0,57.0,21.1,80.0,37,0.432,0
PROP-2FA439EE4C93,,0,Unregistered,,,,,0,1.0,0
PROP-B6ECE80B86E8,,0,Unregistered,,,,,0,1.0,0
PROP-F28C9BF045E7,RERA-TNR-80721126,1,Ongoing,20.0,45.0,44.4,176.0,16,0.812,1
PROP-36477752DED5,,0,Unregistered,,,,,0,1.0,0
PROP-7112439953E3,RERA-TNR-57222609,1,Ongoing,39.0,56.0,69.6,177.0,6,0.333,0
PROP-146D1DB2DCCE,RERA-TNR-65818904,1,Ongoing,34.0,40.0,85.0,50.0,10,0.5,0
PROP-384B46371991,,0,Unregistered,,,,,0,1.0,0
PROP-968709E1BB19,,0,Unregistered,,,,,0,1.0,0
PROP-B9254300394C,RERA-TNR-19323416,1,Ongoing,22.0,59.0,37.3,36.0,8,0.625,0
PROP-9131CEDE8127,,0,Unregistered,,,,,0,1.0,0
PROP-39EDB7D041E5,RERA-TNR-50045614,1,Ongoing,16.0,32.0,50.0,22.0,20,0.75,1
PROP-5513641AFA85,RERA-TNR-36411392,1,Ongoing,26.0,42.0,61.9,32.0,25,0.36,0
PROP-3A3C18D3CC38,RERA-TNR-40785462,1,Completed,28.0,27.0,100.0,63.0,7,0.714,0
PROP-58327ABA6D5F,,0,Unregistered,,,,,0,1.0,0
PROP-542BBDC4C7F3,,0,Unregistered,,,,,0,1.0,0
PROP-CE6E108E3E2C,,0,Unregistered,,,,,0,1.0,0
PROP-C87C13D1265B,,0,Unregistered,,,,,0,1.0,0
PROP-3455C7794523,,0,Unregistered,,,,,0,1.0,0
PROP-281B3E70BCFF,,0,Unregistered,,,,,0,1.0,0
PROP-7CF166B41216,,0,Unregistered,,,,,0,1.0,0
PROP-047D3271BFBD,RERA-TNR-33885842,1,Completed,48.0,45.0,100.0,90.0,17,0.706,2
PROP-C32AF10052CD,,0,Unregistered,,,,,0,1.0,0
PROP-D41C3D257693,,0,Unregistered,,,,,0,1.0,0
PROP-EF5E9F586DBE,,0,Unregistered,,,,,0,1.0,0
PROP-11FB4EE4D594,,0,Unregistered,,,,,0,1.0,0
PROP-048409EBAB0F,,0,Unregistered,,,,,0,1.0,0
PROP-9D5B2A37CDFE,RERA-TNR-94020406,1,Ongoing,8.0,53.0,15.1,72.0,6,0.333,0
PROP-5D2682D5D5A8,RERA-TNR-55699219,1,Ongoing,37.0,53.0,69.8,97.0,16,0.438,0
PROP-8D92ADA87AA0,RERA-TNR-95331297,1,Ongoing,31.0,40.0,77.5,59.0,5,0.4,0
PROP-3CC61B14ED9B,,0,Unregistered,,,,,0,1.0,0
PROP-FA3719D0ED4F,,0,Unregistered,,,,,0,1.0,0
PROP-CD5F9F9E7FF7,,0,Unregistered,,,,,0,1.0,0
PROP-EB4A1A9AE20E,,0,Unregistered,,,,,0,1.0,0
PROP-A2545784B293,,0,Unregistered,,,,,0,1.0,0
PROP-2E033DF8E275,RERA-TNR-21930192,1,Ongoing,22.0,39.0,56.4,76.0,24,0.25,0
PROP-1FB8D6BD160D,,0,Unregistered,,,,,0,1.0,0
PROP-F5A68B7DFC42,,0,Unregistered,,,,,0,1.0,0
PROP-F0BD4E311C57,RERA-TNR-17049233,1,Completed,27.0,27.0,100.0,183.0,13,0.462,0
PROP-957633769825,,0,Unregistered,,,,,0,1.0,0
PROP-207F9F6C82A1,RERA-TNR-97892014,1,Completed,28.0,28.0,100.0,39.0,16,0.875,1
PROP-DC55255189BD,RERA-TNR-95660334,1,Ongoing,16.0,43.0,37.2,229.0,7,0.571,0
PROP-568A0D0483D1,,0,Unregistered,,,,,0,1.0,0
PROP-2AD35CBDD10D,RERA-TNR-58546270,1,Ongoing,40.0,46.0,87.0,138.0,13,0.923,2
PROP-E9F60B779D0F,RERA-TNR-47859928,1,Ongoing,22.0,42.0,52.4,58.0,22,0.682,0
PROP-523A3FC1860A,,0,Unregistered,,,,,0,1.0,0
PROP-D49E710447AD,,0,Unregistered,,,,,0,1.0,0
PROP-A515A1FEB83F,RERA-TNR-21236111,1,Completed,45.0,29.0,100.0,118.0,20,0.7,2
PROP-56B3FBB796CE,RERA-TNR-56011428,1,Completed,34.0,26.0,100.0,106.0,14,0.643,0
PROP-43F49D4C9A96,,0,Unregistered,,,,,0,1.0,0
PROP-7CEFDA7B46A6,RERA-TNR-15725930,1,Completed,40.0,40.0,100.0,53.0,6,0.833,0
PROP-89A989D5AEC5,,0,Unregistered,,,,,0,1.0,0
PROP-F7E1DDE82792,,0,Unregistered,,,,,0,1.0,0
PROP-1D51EEED690A,,0,Unregistered,,,,,0,1.0,0
PROP-45688A151BEC,RERA-TNR-91123728,1,Ongoing,30.0,35.0,85.7,67.0,12,0.667,0
PROP-24CBB7EFBCEF,,0,Unregistered,,,,,0,1.0,0
PROP-3A4347158642,,0,Unregistered,,,,,0,1.0,0
PROP-2A2DCA0CF5BB,,0,Unregistered,,,,,0,1.0,0
PROP-E293A28491F9,,0,Unregistered,,,,,0,1.0,0
PROP-6D87CE160010,,0,Unregistered,,,,,0,1.0,0
PROP-EC9F1894A0D2,,0,Unregistered,,,,,0,1.0,0
PROP-D2B8AEFDC4A2,,0,Unregistered,,,,,0,1.0,0
PROP-6C2B6A425065,RERA-TNR-19220745,1,Ongoing,7.0,40.0,17.5,60.0,12,0.917,1
PROP-BC4691A199D2,,0,Unregistered,,,,,0,1.0,0
PROP-2D5F825DE4AF,,0,Unregistered,,,,,0,1.0,0
PROP-EF590F3FA56A,,0,Unregistered,,,,,0,1.0,0
PROP-9576F66E3C33,,0,Unregistered,,,,,0,1.0,0
PROP-8BF6B2AFC71C,,0,Unregistered,,,,,0,1.0,0
PROP-636DDDB1B4E7,RERA-TNR-61145041,1,Ongoing,15.0,58.0,25.9,248.0,10,0.6,0
PROP-E8882E4C4F1F,,0,Unregistered,,,,,0,1.0,0
PROP-A36C94723B05,,0,Unregistered,,,,,0,1.0,0
PROP-49396E8DABBC,,0,Unregistered,,,,,0,1.0,0
PROP-57EA5236DEFB,RERA-TNR-11084574,1,Ongoing,32.0,47.0,68.1,122.0,10,0.6,0
PROP-ABA20FC7ECB6,RERA-TNR-94977547,1,Ongoing,37.0,59.0,62.7,115.0,19,0.526,0
PROP-78682429BB22,RERA-TNR-77408311,1,Completed,73.0,25.0,100.0,36.0,15,0.8,0
PROP-B3CF8BABB6F2,RERA-TNR-96356171,1,Ongoing,25.0,26.0,96.2,91.0,9,0.667,1
PROP-5871CC94B0CC,,0,Unregistered,,,,,0,1.0,0
PROP-047C3170CAC9,RERA-TNR-72265417,1,Ongoing,23.0,60.0,38.3,162.0,5,0.6,0
PROP-5B361EA28049,,0,Unregistered,,,,,0,1.0,0
PROP-3BA19A960562,RERA-TNR-79908451,1,Ongoing,37.0,41.0,90.2,176.0,8,0.5,0
PROP-1B5CA76FE1DF,RERA-TNR-42778189,1,Ongoing,31.0,53.0,58.5,67.0,11,0.727,0
PROP-B431D9873E4F,,0,Unregistered,,,,,0,1.0,0
PROP-92CE2E806BB0,,0,Unregistered,,,,,0,1.0,0
PROP-1EEF04637056,,0,Unregistered,,,,,0,1.0,0
PROP-80466D17C476,RERA-TNR-07933596,1,Ongoing,26.0,60.0,43.3,18.0,10,0.7,0
PROP-A5DEBFD65275,,0,Unregistered,,,,,0,1.0,0
PROP-8E673EBCACFC,RERA-TNR-69380574,1,Ongoing,24.0,26.0,92.3,141.0,17,0.765,2
PROP-64453DA207AB,RERA-TNR-59189554,1,Ongoing,31.0,43.0,72.1,85.0,4,0.5,0
PROP-6AE9E231A7E8,,0,Unregistered,,,,,0,1.0,0
PROP-5D196C38E942,RERA-TNR-56486142,1,Ongoing,40.0,42.0,95.2,38.0,7,0.571,0
PROP-AFBB585988A1,RERA-TNR-75580324,1,Ongoing,34.0,52.0,65.4,220.0,6,0.333,0
PROP-123BE1112E9D,RERA-TNR-07908477,1,Ongoing,23.0,54.0,42.6,21.0,10,0.8,1
PROP-758E0F776A14,RERA-TNR-12364825,1,Ongoing,7.0,33.0,21.2,40.0,11,0.818,1
PROP-EBF1AEE03EE8,,0,Unregistered,,,,,0,1.0,0
PROP-F1483558F67E,RERA-TNR-36878108,1,Completed,34.0,33.0,100.0,15.0,39,0.462,1
PROP-68E4EFB12169,,0,Unregistered,,,,,0,1.0,0
PROP-EFC4C69F4069,,0,Unregistered,,,,,0,1.0,0
PROP-370B44AC29BB,,0,Unregistered,,,,,0,1.0,0
PROP-0AF72CDF3DD7,,0,Unregistered,,,,,0,1.0,0
PROP-AE1224CDA183,RERA-TNR-94265227,1,Ongoing,33.0,49.0,67.3,141.0,12,0.333,0
PROP-C545A7EF0886,RERA-TNR-23291817,1,Ongoing,7.0,43.0,16.3,31.0,7,0.286,0
PROP-DC411E13B622,,0,Unregistered,,,,,0,1.0,0
PROP-935D767505B7,,0,Unregistered,,,,,0,1.0,0
PROP-50FB177A2F93,RERA-TNR-34338869,1,Completed,27.0,25.0,100.0,152.0,17,0.588,0
PROP-84149ACF4546,,0,Unregistered,,,,,0,1.0,0
PROP-2C030FB1FD1C,RERA-TNR-82622056,1,Ongoing,14.0,33.0,42.4,48.0,15,0.6,0
PROP-23EB90E80E6E,,0,Unregistered,,,,,0,1.0,0
PROP-603219C904DE,RERA-TNR-51729058,1,Ongoing,40.0,48.0,83.3,33.0,12,0.75,2
PROP-A05D4B668437,RERA-TNR-75818039,1,Ongoing,21.0,31.0,67.7,81.0,11,0.545,0
PROP-AB10B3B25C26,RERA-TNR-66275482,1,Ongoing,24.0,55.0,43.6,191.0,5,0.8,1
PROP-1FBD46093677,,0,Unregistered,,,,,0,1.0,0
PROP-9C20A2BE172F,,0,Unregistered,,,,,0,1.0,0
PROP-0D29A9A27363,,0,Unregistered,,,,,0,1.0,0
PROP-6249728246A4,,0,Unregistered,,,,,0,1.0,0
PROP-EC7A49F3E79D,,0,Unregistered,,,,,0,1.0,0
PROP-5CD1D083370F,,0,Unregistered,,,,,0,1.0,0
PROP-B612F1E63F8F,RERA-TNR-62107240,1,Ongoing,18.0,39.0,46.2,210.0,22,0.818,0
PROP-92604544445A,RERA-TNR-08781023,1,Completed,29.0,25.0,100.0,34.0,16,0.5,0
PROP-E4F786F8A9C5,RERA-TNR-77408311,1,Completed,46.0,25.0,100.0,36.0,14,0.643,0
PROP-095536C61A49,,0,Unregistered,,,,,0,1.0,0
PROP-3AC3ACD3BBEC,RERA-TNR-65129005,1,Ongoing,35.0,51.0,68.6,65.0,7,0.429,0
PROP-5DFA2278585D,,0,Unregistered,,,,,0,1.0,0
PROP-7326B3BB46CC,,0,Unregistered,,,,,0,1.0,0
PROP-C30393DAFB6B,,0,Unregistered,,,,,0,1.0,0
PROP-1D1CE5E679C2,,0,Unregistered,,,,,0,1.0,0
PROP-886E92E38564,RERA-TNR-48233181,1,Ongoing,31.0,51.0,60.8,201.0,8,0.75,0
PROP-F39038E5A4A6,RERA-TNR-57261913,1,Ongoing,27.0,55.0,49.1,103.0,5,0.8,0
PROP-8012B832B31B,,0,Unregistered,,,,,0,1.0,0
PROP-47F60DD942BB,RERA-TNR-01794133,1,Completed,53.0,53.0,100.0,12.0,8,0.75,0
PROP-7F2A6102A08B,,0,Unregistered,,,,,0,1.0,0
PROP-9C8E6167ED12,RERA-TNR-64800076,1,Completed,63.0,25.0,100.0,79.0,10,0.6,0
PROP-85311F49F3AD,,0,Unregistered,,,,,0,1.0,0
PROP-DE157F628EF5,RERA-TNR-63144669,1,Completed,35.0,29.0,100.0,179.0,13,0.538,0
PROP-D47CC6D5F8B2,,0,Unregistered,,,,,0,1.0,0
PROP-039D14DE8551,RERA-TNR-34700254,1,Ongoing,28.0,46.0,60.9,50.0,4,0.5,0
PROP-3E6B9C87D772,RERA-TNR-57074996,1,Ongoing,14.0,34.0,41.2,76.0,12,0.5,0
PROP-D8E85E5F9387,RERA-TNR-25737188,1,Ongoing,30.0,58.0,51.7,35.0,14,0.929,3
PROP-FBD4B9F295AE,,0,Unregistered,,,,,0,1.0,0
PROP-34E5A70A19A6,RERA-TNR-22399530,1,Ongoing,32.0,52.0,61.5,220.0,9,0.556,0
PROP-CE95B2851E05,,0,Unregistered,,,,,0,1.0,0
PROP-105DEF10B62E,,0,Unregistered,,,,,0,1.0,0
