property_master_id,price_inr,city,locality,property_type,bhk,bathrooms,balconies,builtup_area_sqft,floor_no,total_floors,parking,furnishing,facing,latitude,longitude,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,transit_stations_distance_km,accessibility_score,avg_monthly_rent,median_monthly_rent,median_rent_per_sqft,rental_yield_pct,rental_listing_count,hist_hpi_market,hist_qoq_growth,hist_yoy_growth,hist_market_regime,repo_rate,bank_rate,CRR,SLR,repo_rate_change,repo_rate_3m_change,repo_rate_12m_change,hist_cpi_index,hist_cpi_yoy_growth,hist_cpi_3m_change,hist_cpi_12m_change,rera_registered,project_status,completion_percent,construction_duration_months,project_age,developer_project_count,developer_completion_rate,developer_lapsed_project_count,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_area_per_bhk_log1p,derived_carpet_efficiency_log1p,derived_rent_per_sqft_log1p,derived_rental_yield_log1p
PROP-A435F5194B94,16000000,Chennai,Raja Annamalai Puram,Apartment,3,3,1,1350,1.0,,,,,13.013855788763578,80.50274814761235,4.489,2.272,8.315,10.211,3.59,5.058,2.992,24.7,,,,,,104.99,1.51,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,81,45,74,81,50.3,450.0,1.0,,,6.111467339502679,,,
PROP-3FBB548884A3,6500000,Chennai,Porur,Independent House,3,3,1,1400,,,,,,13.0383565,80.253671,2.132,0.653,3.804,3.943,3.769,2.308,2.415,48.4,,,,,,125.14,3.06,9.52,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,0,Unregistered,,,,0,1.0,0,73,39,64,73,44.3,466.667,1.0,,,6.147756504192472,,,
PROP-74E8BBDB1869,3200000,Chennai,Urapakkam,Apartment,2,3,0,950,1.0,2.0,,,,13.092876235456748,80.30599445245204,3.546,1.498,5.424,3.715,2.683,2.641,2.875,35.0,,,,,,116.11,1.24,6.92,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,72,38,62,72,74.7,475.0,1.5,,0.5,6.16541785423142,,,
PROP-A28E9A937C8E,5500000,Chennai,Puzhal,Independent House,2,3,1,850,,,,,,13.253533840569553,80.19443909535103,3.61,5.101,2.415,9.916,4.673,5.706,2.097,28.5,,,,,,113.99,-0.7,1.77,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,90,48,79,90,55.7,425.0,1.5,,,6.054439346269371,,,
PROP-7745510EA9DC,5400000,Chennai,Ramapuram,Apartment,2,3,0,860,4.0,7.0,,,,13.124662212582942,80.31919061257659,1.473,3.688,2.939,6.042,3.705,2.619,0.975,40.6,,,,,,106.45,1.36,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,0,Unregistered,,,,0,1.0,0,122,63,104,122,119.0,430.0,1.5,,0.571,6.066108090103747,,,
PROP-8F4F97BE042E,7900000,Chennai,Velachery,Apartment,3,3,1,1300,0.0,2.0,,,,13.05042,80.258421,2.325,1.909,3.869,3.556,2.345,3.575,1.186,41.6,,,,,,106.45,1.36,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,0,Unregistered,,,,0,1.0,0,90,49,80,90,96.7,433.333,1.0,,0.0,6.073811520996733,,,
PROP-BF8C21590A2E,8500000,Chennai,Raja Annamalai Puram,Apartment,2,2,0,780,2.0,3.0,,,,13.013855788763578,80.50274814761235,4.489,2.272,8.315,10.211,3.59,5.058,2.992,24.7,,,,,,112.48,1.68,6.95,Growth,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35,77.5,4.59,1.97,3.4,1,Ongoing,64.9,57.0,37.0,5,0.6,0,95,53,87,95,58.0,390.0,1.0,,0.667,5.968707559985366,,,
PROP-A21E0E395182,6700000,Chennai,Ambattur,Independent House,2,3,0,1100,,,,,,13.2584571741344,80.21313178436208,1.644,3.89,4.477,10.204,5.086,3.629,0.431,32.5,,,,,,121.15,2.41,5.53,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,0,Unregistered,,,,0,1.0,0,41,23,38,41,62.0,550.0,1.5,0.545,,6.311734809152915,0.4350239103497088,,
PROP-D623A5BD3259,9900000,Chennai,Adambakkam,Apartment,3,3,0,1193,,,,,,13.263337994797938,80.10840321273616,3.227,6.001,6.99,15.797,4.725,15.094,10.632,20.4,,,,,,110.43,1.82,6.78,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,39,21,35,39,60.7,397.667,1.0,,,5.988126481962519,,,
PROP-BF8A99D156F1,12000000,Chennai,Kolathur,Independent House,3,3,0,1350,,,,,,12.903854701439457,80.21285740242762,4.506,8.248,5.542,9.368,10.444,7.215,1.421,11.5,,,,,,112.48,1.68,6.95,Growth,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35,77.5,4.59,1.97,3.4,0,Unregistered,,,,0,1.0,0,69,39,63,69,43.0,450.0,1.0,,,6.111467339502679,,,
PROP-3D8AAD5E73B5,7500000,Chennai,Perungudi,Apartment,2,3,1,1200,4.0,4.0,,,,12.862497836300989,80.12717478358466,7.757,13.227,12.789,19.043,20.249,2.302,11.037,6.2,,,,,,106.45,1.36,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,0,Unregistered,,,,0,1.0,0,90,49,80,90,96.7,600.0,1.5,,1.0,6.398594934535208,,,
PROP-0C0BFF42A42C,6300000,Chennai,Perambur,Apartment,2,3,0,946,,,1.0,,,13.188689025147363,80.48138426939434,5.343,7.388,3.364,9.742,13.543,3.482,1.545,13.5,,,,,,129.27,3.14,10.98,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,0,Unregistered,,,,0,1.0,0,109,59,98,109,119.7,473.0,1.5,,,6.161207321695077,,,
PROP-FF9962D2025D,8800000,Chennai,Anna Nagar West,Apartment,3,3,1,1065,,,1.0,,,13.080674902791095,80.03246531352339,6.329,6.757,10.36,17.037,3.283,3.495,2.167,13.8,,,,,,104.99,1.51,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,21.1,38.0,8.0,4,0.5,0,72,39,65,72,43.0,355.0,1.0,1.0,,5.87493073085203,0.6931471805599453,,
PROP-74543CBC599C,2686000,Chennai,Mudichur,Apartment,1,2,1,580,0.0,3.0,,,,13.099046310209184,80.34500902115042,0.873,3.287,5.689,5.23,4.772,5.481,0.649,35.4,,,,,,116.05,1.79,1.55,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,1,Ongoing,44.4,45.0,20.0,9,0.556,0,109,59,98,109,113.0,580.0,2.0,,0.0,6.364750756851911,,,
PROP-4BF83DB33530,6490000,Chennai,Sholinganallur,Apartment,2,3,0,1160,2.0,4.0,,,,13.0500795,80.2471525,1.108,2.135,4.909,4.732,3.168,3.764,1.357,43.6,,,,,,116.05,1.79,1.55,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,0,Unregistered,,,,0,1.0,0,102,53,88,102,102.3,580.0,1.5,,0.5,6.364750756851911,,,
PROP-523A9B07D2A1,5800000,Chennai,Perumbakkam,Apartment,2,3,1,1055,4.0,4.0,,,,13.063187861832215,80.45614644533902,4.052,4.781,1.098,4.672,7.495,5.432,3.494,27.8,,,,,,106.45,1.36,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,1,Ongoing,21.7,60.0,13.0,6,0.667,0,122,63,104,122,119.0,527.5,1.5,,1.0,6.270042805310292,,,
PROP-39540AD67FD6,27500000,Chennai,Vadapalani,Independent House,4,3,1,1940,,,,,South,12.898418452135434,80.19515921208203,3.786,9.242,5.988,10.999,12.334,6.325,3.039,11.8,,,,,,114.54,2.01,7.64,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,0,Unregistered,,,,0,1.0,0,94,50,82,94,99.0,485.0,0.75,,,6.186208623900494,,,
PROP-42C7D4D34A9C,9000000,Chennai,Choolaimedu,Apartment,2,3,1,938,1.0,,,,,12.944735930184413,80.23243586767369,2.135,3.855,3.619,4.461,6.307,5.698,4.452,28.5,,,,,,104.99,1.51,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,60.4,53.0,32.0,9,0.667,0,72,39,65,72,43.0,469.0,1.5,,,6.152732694704104,,,
PROP-275C30FED99F,11500000,Chennai,Sembakkam,Apartment,3,3,1,1712,1.0,2.0,,,,12.882234431971892,80.38206017869113,2.704,5.801,13.161,16.705,13.264,12.29,3.94,16.5,,,,,,142.46,3.59,13.31,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,0,Unregistered,,,,0,1.0,0,66,36,59,66,41.3,570.667,1.0,,0.5,6.34855665402214,,,
PROP-43929E420C2D,23900000,Chennai,Triplicane,Independent House,4,3,1,1328,,,,,,13.210690974923809,80.3163241488699,3.723,4.317,0.734,11.687,5.68,6.117,1.95,34.0,,,,,,129.27,3.14,10.98,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,0,Unregistered,,,,0,1.0,0,109,59,98,109,119.7,332.0,0.75,,,5.808142489980444,,,
PROP-478099107B8F,3000000,Chennai,Pennalur,Apartment,2,3,1,1085,3.0,4.0,,,,13.147555520229869,80.13073369025193,1.643,1.851,3.0,6.05,6.93,3.37,4.067,36.6,,,,,,121.15,2.41,5.53,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,1,Completed,100.0,40.0,49.0,6,0.333,0,41,23,38,41,62.0,542.5,1.5,0.793,0.75,6.298029706561264,0.5838901946229959,,
PROP-5C52A446420D,2728000,Chennai,Singaperumal Koil,Independent House,1,3,1,880,,,,,,12.867945232980633,80.49107168256127,4.294,14.892,10.278,26.019,4.917,15.214,7.999,13.4,,,,,,106.45,1.36,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,0,Unregistered,,,,0,1.0,0,90,49,80,90,96.7,880.0,3.0,,,6.78105762593618,,,
PROP-01AA6022E0C7,7000000,Chennai,Oragadam Sriperambattur,Apartment,3,3,1,1450,10.0,27.0,,,,13.01012740584303,80.27391454552894,2.86,3.178,1.924,3.892,5.398,1.848,2.101,39.5,,,,,,129.27,3.14,10.98,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,1,Ongoing,64.7,51.0,33.0,13,0.923,1,97,51,84,97,94.7,483.333,1.0,,0.37,6.182772686670691,,,
PROP-D85BF3221525,2800000,Chennai,Kelambakkam,Apartment,1,2,0,462,3.0,15.0,,,,12.921339710237437,80.15033455797683,3.391,6.973,5.818,13.289,13.325,2.827,6.877,16.2,,,,,,118.41,1.95,2.26,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,1,Ongoing,45.6,57.0,26.0,18,0.722,0,61,33,54,61,65.0,462.0,2.0,,0.2,6.137727054086234,,,
PROP-8E14A48ADCC4,9300000,Chennai,Perambur,Apartment,2,3,0,900,,,,,,13.188689025147363,80.48138426939434,5.343,7.388,3.364,9.742,13.543,3.482,1.545,13.5,,,,,,125.14,3.06,9.52,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,0,Unregistered,,,,0,1.0,0,90,48,79,90,55.0,450.0,1.5,,,6.111467339502679,,,
PROP-9AFAD3B06B47,4500000,Chennai,Perumbakkam,Apartment,2,3,0,904,1.0,,,,,13.063187861832215,80.45614644533902,4.052,4.781,1.098,4.672,7.495,5.432,3.494,27.8,,,,,,112.48,1.68,6.95,Growth,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35,77.5,4.59,1.97,3.4,1,Ongoing,16.4,55.0,9.0,15,0.667,0,95,53,87,95,58.0,452.0,1.5,,,6.115892125483034,,,
PROP-DC7B2A38EA55,6500000,Chennai,Kilpauk,Apartment,2,3,0,940,,,1.0,,South,13.28205713101799,80.12307255776851,4.784,7.038,6.208,16.259,6.726,13.549,10.279,15.2,,,,,,129.27,3.14,10.98,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,1,Completed,100.0,28.0,36.0,13,0.846,1,109,59,98,109,119.7,470.0,1.5,,,6.154858094016418,,,
PROP-F04903424860,51300000,Chennai,Valasaravakkam,Independent House,5,5,1,5400,,,,,,13.110836037805948,80.49707228951246,9.943,6.852,6.688,2.694,12.793,4.598,2.529,7.0,,,,,,106.45,1.36,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,0,Unregistered,,,,0,1.0,0,122,63,104,122,119.0,1080.0,1.0,0.963,,6.985641817639208,0.674473915294324,,
PROP-047960A2E5B3,4375000,Chennai,Ambattur,Apartment,2,2,1,795,2.0,2.0,,,East,13.2584571741344,80.21313178436208,1.644,3.89,4.477,10.204,5.086,3.629,0.431,32.5,,,,,,103.24,1.85,0.0,Declining,6.25,6.5,4.0,19.5,0.0,0.25,0.0,73.6,0.0,1.94,0.0,1,Ongoing,42.0,50.0,21.0,5,0.2,0,37,21,34,37,64.7,397.5,1.0,,1.0,5.98770749823027,,,
PROP-1B747B844C95,6900000,Chennai,Kolathur,Apartment,2,3,1,990,1.0,3.0,,,East,12.903854701439457,80.21285740242762,4.506,8.248,5.542,9.368,10.444,7.215,1.421,11.5,,,,,,112.48,1.68,6.95,Growth,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35,77.5,4.59,1.97,3.4,0,Unregistered,,,,0,1.0,0,69,39,63,69,43.0,495.0,1.5,,0.333,6.206575926724928,,,
PROP-776E72C4DDFE,4500000,Chennai,Thandalam,Apartment,2,2,0,630,6.0,7.0,,,,13.037945417660538,80.46130180025176,1.19,5.727,3.362,7.188,4.642,2.778,2.774,33.5,,,,,,110.43,1.82,6.78,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Completed,100.0,26.0,38.0,12,0.583,0,39,21,35,39,60.7,315.0,1.0,,0.857,5.755742213586912,,,
PROP-59252CDA84BE,10000000,Chennai,Anna Nagar West,Apartment,3,3,1,1100,2.0,3.0,,,,13.080674902791095,80.03246531352339,6.329,6.757,10.36,17.037,3.283,3.495,2.167,13.8,,,,,,110.43,1.82,6.78,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,30.8,52.0,16.0,17,0.471,0,32,17,28,32,52.7,366.667,1.0,,0.667,5.907177637203295,,,
PROP-44645DA39395,2950000,Chennai,Madambakkam,Apartment,2,2,1,598,1.0,1.0,,,,13.087314477574838,80.08595065143106,2.682,2.674,5.269,11.341,4.094,4.088,4.053,28.2,,,,,,118.41,1.95,2.26,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,0,Unregistered,,,,0,1.0,0,61,33,54,61,65.0,299.0,1.0,,1.0,5.703782474656201,,,
PROP-CC96D0AE4690,7200000,Chennai,Mogappair,Apartment,2,3,0,918,1.0,4.0,1.0,,East,13.103738374921363,80.3129205956771,2.469,2.3,4.822,4.905,2.735,2.12,1.659,36.9,,,,,,113.99,-0.7,1.77,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,90,48,79,90,55.7,459.0,1.5,,0.25,6.131226489483141,,,
PROP-F1844B7EE282,37800000,Chennai,Ambattur,Independent House,4,1,1,3300,,,,,,13.2584571741344,80.21313178436208,1.644,3.89,4.477,10.204,5.086,3.629,0.431,32.5,,,,,,114.85,-0.76,4.21,Stable,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,0,Unregistered,,,,0,1.0,0,35,20,33,35,64.3,825.0,0.25,,,6.716594773520978,,,
PROP-1532E4B7EE5D,1500000,Chennai,Anakaputhur,Apartment,1,2,1,490,0.0,,,,,13.128064112846564,80.3523351931503,1.731,0.104,3.222,6.249,1.609,4.999,2.206,48.9,,,,,,116.05,1.79,1.55,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,0,Unregistered,,,,0,1.0,0,109,59,98,109,113.0,490.0,2.0,,,6.19644412779452,,,
PROP-B95CC1DB318E,13000000,Chennai,Iyyappanthangal,Apartment,3,3,1,1791,5.0,16.0,,,,13.1121514236781,80.08333420057726,4.172,4.633,4.623,10.857,6.868,6.611,4.391,17.9,,,,,,104.99,1.51,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,53.7,54.0,29.0,16,0.125,0,72,39,65,72,43.0,597.0,1.0,,0.312,6.393590753950631,,,
PROP-E85EE1279880,1800000,Chennai,Oragadam Sriperambattur,Apartment,1,2,0,500,1.0,1.0,,,,13.01012740584303,80.27391454552894,2.86,3.178,1.924,3.892,5.398,1.848,2.101,39.5,,,,,,125.14,3.06,9.52,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,1,Ongoing,48.0,25.0,12.0,18,0.611,0,73,39,64,73,44.3,500.0,2.0,,1.0,6.2166061010848646,,,
PROP-54FB66193060,7800000,Chennai,Medavakkam,Apartment,3,3,0,1512,0.0,1.0,,,North,13.124896830150638,80.2994338201786,0.667,3.18,2.126,3.925,2.041,1.128,1.21,54.9,,,,,,113.99,-0.7,1.77,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,69.2,26.0,18.0,16,0.625,0,90,48,79,90,55.7,504.0,1.0,,0.0,6.22455842927536,,,
PROP-F4CBA1F89310,4850000,Chennai,Thirumullaivoyal,Apartment,2,3,1,967,1.0,,,,,13.124379887872518,80.44085422013629,3.735,1.331,4.995,4.424,8.586,1.712,3.564,30.3,,,,,,118.41,1.95,2.26,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,0,Unregistered,,,,0,1.0,0,67,38,63,67,76.3,483.5,1.5,,,6.183117431330821,,,
PROP-AE9FAB73B03E,7200000,Chennai,Ponmar,Villa,2,3,1,1669,,,,,,12.97310503982459,80.3899369502411,6.147,1.45,10.966,12.66,9.507,6.889,2.278,21.4,,,,,,125.14,3.06,9.52,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,0,Unregistered,,,,0,1.0,0,73,39,64,73,44.3,834.5,1.5,,,6.728030348035448,,,
PROP-95D9573608EF,3600000,Chennai,Kolapakkam - Vandalur,Apartment,2,3,0,1065,1.0,3.0,,,,13.00682715135886,80.38501323226538,6.732,3.66,7.234,8.938,9.676,3.34,5.248,16.0,,,,,,103.24,1.85,0.0,Declining,6.25,6.5,4.0,19.5,0.0,0.25,0.0,73.6,0.0,1.94,0.0,0,Unregistered,,,,0,1.0,0,31,16,26,31,50.3,532.5,1.5,,0.333,6.279459070741808,,,
PROP-38611A7D4A8F,30000000,Chennai,Anna Nagar West,Apartment,4,4,1,2661,10.0,15.0,,,,13.080674902791095,80.03246531352339,6.329,6.757,10.36,17.037,3.283,3.495,2.167,13.8,,,,,,114.85,-0.76,4.21,Stable,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,1,Ongoing,26.3,57.0,15.0,19,0.526,0,27,14,23,27,48.3,665.25,1.0,,0.667,6.501664975480054,,,
PROP-D34256268534,7200000,Chennai,Mogappair,Apartment,2,3,0,1000,,,1.0,Semi-Furnished,,13.103738374921363,80.3129205956771,2.469,2.3,4.822,4.905,2.735,2.12,1.659,36.9,,,,,,114.85,-0.76,4.21,Stable,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,0,Unregistered,,,,0,1.0,0,35,20,33,35,64.3,500.0,1.5,,,6.2166061010848646,,,
PROP-278D25C5A9CF,65000000,Chennai,Perambur,Independent House,10,1,1,8000,,,1.0,,,13.188689025147363,80.48138426939434,5.343,7.388,3.364,9.742,13.543,3.482,1.545,13.5,,,,,,116.11,1.24,6.92,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,72,38,62,72,74.7,800.0,0.1,,,6.68586094706836,,,
PROP-B3F66E6E1218,1700000,Chennai,Ayappakkam,Apartment,1,2,1,640,2.0,,,,North-West,13.300518041511785,80.02732559257672,11.374,15.06,6.603,25.214,10.534,23.15,19.37,7.0,,,,,,137.05,2.5,12.72,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,1,Ongoing,43.9,57.0,25.0,14,0.786,2,35,19,31,35,62.3,640.0,2.0,0.82,,6.46302945692067,0.598836501088704,,
PROP-42CCBB206E1D,5850000,Chennai,Virugambakkam,Apartment,2,3,0,960,2.0,2.0,,,,13.024768995990025,80.16426472364245,1.993,5.976,5.372,11.531,5.545,7.201,3.738,25.8,,,,,,112.48,1.68,6.95,Growth,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35,77.5,4.59,1.97,3.4,1,Ongoing,97.1,34.0,33.0,13,0.692,0,69,39,63,69,43.0,480.0,1.5,,1.0,6.175867270105761,,,
PROP-114B555D61E3,5850000,Chennai,Ayappakkam,Apartment,2,3,1,1168,1.0,2.0,,,,13.300518041511785,80.02732559257672,11.374,15.06,6.603,25.214,10.534,23.15,19.37,7.0,,,,,,106.45,1.36,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,0,Unregistered,,,,0,1.0,0,122,63,104,122,119.0,584.0,1.5,,0.5,6.371611847231857,,,
PROP-3081FEFD587E,23000000,Chennai,Kotturpuram,Apartment,3,3,1,1650,1.0,3.0,,,,13.200212493857668,80.17591656915357,1.998,4.205,5.899,5.669,9.995,5.967,3.078,25.8,,,,,,114.54,2.01,7.64,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,0,Unregistered,,,,0,1.0,0,117,64,106,117,118.3,550.0,1.0,,0.333,6.311734809152915,,,
PROP-AC0D7FC22FA5,4000000,Chennai,Chromepet,Apartment,2,2,0,763,2.0,2.0,,,,13.233244784490894,80.3229883171754,3.02,3.689,2.283,13.799,4.471,7.094,3.478,29.3,,,,,,103.24,1.85,0.0,Declining,6.25,6.5,4.0,19.5,0.0,0.25,0.0,73.6,0.0,1.94,0.0,0,Unregistered,,,,0,1.0,0,37,21,34,37,64.7,381.5,1.0,,1.0,5.94672865326659,,,
PROP-2783ED738E18,4500000,Chennai,Tiruvottiyur,Apartment,2,3,0,836,1.0,2.0,,,South,12.911547265801175,80.48352061856659,5.121,10.943,13.79,21.131,1.801,10.315,7.879,19.8,,,,,,121.15,2.41,5.53,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,1,Ongoing,24.0,50.0,12.0,7,0.571,2,29,15,25,29,51.7,418.0,1.5,,0.5,6.037870919922137,,,
PROP-C63EC5BF7F6E,4040000,Chennai,Nanganallur,Apartment,2,2,0,518,2.0,,,,,13.276890599570466,80.35604489253878,3.021,3.729,7.256,19.542,5.127,2.087,5.292,25.4,,,,,,121.15,2.41,5.53,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,0,Unregistered,,,,0,1.0,0,41,23,38,41,62.0,259.0,1.0,,,5.560681631015528,,,
PROP-C8E03C400D54,30000000,Chennai,Valasaravakkam,Independent House,6,4,1,3500,,,,,,13.110836037805948,80.49707228951246,9.943,6.852,6.688,2.694,12.793,4.598,2.529,7.0,,,,,,114.85,-0.76,4.21,Stable,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,0,Unregistered,,,,0,1.0,0,35,20,33,35,64.3,583.333,0.667,,,6.370471025802306,,,
PROP-63F47AE16D9B,5600000,Chennai,West Mambalam,Apartment,2,2,1,620,,,,Semi-Furnished,,13.2692270641549,80.2579986514664,3.657,4.883,4.163,12.296,8.486,1.503,0.894,25.5,,,,,,133.84,3.46,12.63,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,1,Ongoing,27.7,47.0,13.0,8,0.875,1,81,44,72,81,84.7,310.0,1.0,,,5.739792912179234,,,
PROP-F8E3ED1C784D,3000000,Chennai,Veppampattu,Villa,2,3,1,1000,,,,,East,13.02106669602598,80.36287375873185,3.86,4.809,6.338,7.15,10.392,1.109,4.071,23.3,,,,,,101.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,56,30,49,56,62.3,500.0,1.5,,,6.2166061010848646,,,
PROP-30E17D169E3B,27500000,Chennai,T Nagar,Apartment,3,3,0,1495,,,1.0,Fully-Furnished,East,13.051143,80.251006,1.539,2.077,4.594,4.352,2.78,3.757,1.471,42.4,,,,,,142.46,3.59,13.31,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,1,Ongoing,47.5,40.0,19.0,11,0.818,0,66,36,59,66,41.3,498.333,1.0,,,6.21327320785209,,,
PROP-902AA2B2D73C,4500000,Chennai,Kodambakkam,Apartment,2,2,1,560,0.0,3.0,,,North,12.884508232255634,80.49216052105116,3.537,13.541,11.141,24.192,3.45,13.463,8.015,17.9,,,,,,121.15,2.41,5.53,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,0,Unregistered,,,,0,1.0,0,29,15,25,29,51.7,280.0,1.0,,0.0,5.638354669333745,,,
PROP-6CDB5A05F81B,4500000,Chennai,Madhavaram,Apartment,2,3,1,831,1.0,,,,,13.14613389466455,80.51170735804908,10.263,5.555,2.597,6.427,16.141,6.475,2.473,12.0,,,,,,113.99,-0.7,1.77,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,90,48,79,90,55.7,415.5,1.5,,,6.031886461606898,,,
PROP-5121A05CEFD0,5000000,Chennai,Perambur,Apartment,2,3,1,853,2.0,2.0,,,,13.188689025147363,80.48138426939434,5.343,7.388,3.364,9.742,13.543,3.482,1.545,13.5,,,,,,116.05,1.79,1.55,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,0,Unregistered,,,,0,1.0,0,109,59,98,109,113.0,426.5,1.5,,1.0,6.0579542883768145,,,
PROP-5E515C9892F8,6000000,Chennai,Velachery,Apartment,2,3,1,994,1.0,4.0,,,South,13.05042,80.258421,2.325,1.909,3.869,3.556,2.345,3.575,1.186,41.6,,,,,,101.1,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,10.5,57.0,6.0,3,0.667,0,56,30,49,56,62.3,497.0,1.5,,0.25,6.210600077024653,,,
